concept_code	display_name	applicability	current_weight	target_weight	change_status	comparison_group	anchor_code	rationale	exception_reference	source_reference
BARBECUE_SAUCE	Barbecuesauce	APPLICABLE	0.4500	0.5000	CHANGED	READY_SAUCES_AND_PASTES	MAYONNAISE	Semantik: Fertige kräftig gewürzte Sauce nach Barbecue-Art; Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren. Vergleich: Mayonnaise (0.5000) in READY_SAUCES_AND_PASTES. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BARLEY	Gerste	APPLICABLE	0.5500	0.7500	CHANGED	GRAINS	GRAINS	Semantik: Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Graupen sind eine stärker verarbeitete Form. Vergleich: Getreide oder Pseudogetreide (1.0000) in GRAINS. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BASIL	Basilikum	APPLICABLE	0.7000	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Frisches Basilikum mit süßlich-pfeffrigem Aroma; Thai-Basilikum bleibt als eigenständige Ausprägung getrennt. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BASMATI_RICE	Basmatireis	APPLICABLE	0.8500	0.7500	CHANGED	RICE	RICE	Semantik: Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; weiß oder als Vollkornvariante verwendbar. Vergleich: Reis (0.7500) in RICE. Entscheidungsgrund: Getreideart oder Produktform sind benannt, lassen aber süße und herzhafte Anwendungen sowie mehrere Garmethoden zu; diese Breite trägt die eigenständige Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BAVARIAN_SWEET_MUSTARD	süßer Senf	APPLICABLE	0.5000	0.5000	UNCHANGED	MUSTARD	MUSTARD	Semantik: Milde, deutlich süße Senfzubereitung bayerischer Art mit würzigem Senfaroma; Körnung und konkrete Rezeptur bleiben offen. Nicht Honig-Senf-Dressing, scharfer Senf oder beliebiger grobkörniger Senf. Vergleich: Senf (0.5000) in MUSTARD. Entscheidungsgrund: Die bayerische Süße verengt das bereits als fertige Würzsauce mit 0,50 bewertete Senfkonzept, schafft aber keine breitere Einsatzbasis als der Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BAY_LEAF	Lorbeerblatt	APPLICABLE	0.6000	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen, Saucen und Schmorgerichte; vor dem Servieren üblicherweise entfernen. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEANS	Bohnen	APPLICABLE	0.6500	1.0000	CHANGED	LEGUMES	LEGUMES	Semantik: Offene Vorgabe für trockene oder vorgegarte Bohnenkerne; frische grüne Bohnen und andere Schotengemüse sind nicht gemeint. Vergleich: Hülsenfrüchte (1.0000) in LEGUMES. Entscheidungsgrund: Die Zeile ist eine breite drawable Rohstofffamilie und lässt Sorte sowie rohe, gegarte oder weiterverarbeitete Umsetzung offen; sie bleibt deshalb der volle Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEAN_SPROUTS	Mungbohnensprossen	APPLICABLE	0.8000	0.7500	CHANGED	SPROUTS	SPROUTS	Semantik: Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; nicht mit Keimlingen der Sojabohne gleichsetzen. Vergleich: Sprossen (1.0000) in SPROUTS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF	Rindfleisch	APPLICABLE	0.7500	1.0000	CHANGED	MEAT	MEAT	Semantik: Offene Vorgabe für Rindfleisch; Zuschnitt, Fettanteil und geeignete Garmethode werden bewusst nicht festgelegt. Vergleich: Fleisch (1.0000) in MEAT. Entscheidungsgrund: Der Oberbegriff lässt Tierart oder Zuschnitt und die spätere Garmethode offen und bildet damit den breiten Referenzpunkt der Fleischfamilie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_BRISKET	Rinderbrust	APPLICABLE	0.7500	0.7500	UNCHANGED	BEEF	BEEF	Semantik: Bindegewebsreiche Rinderbrust, besonders für langsames Schmoren, Kochen oder Barbecue geeignet. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_CHEEK	Rinderbäckchen	APPLICABLE	0.3500	0.7500	CHANGED	BEEF	BEEF	Semantik: Stark beanspruchtes, kollagenreiches Muskelfleisch aus der Rinderbacke; wird durch langes Schmoren zart. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_GOULASH	Rindergulasch	APPLICABLE	0.9000	0.7500	CHANGED	BEEF	BEEF	Semantik: Würfel oder grobe Stücke vom Rind für Schmorgerichte; gemeint ist der rohe Zuschnitt, nicht das fertige Gulasch. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_HEART	Rinderherz	APPLICABLE	0.2500	0.5000	CHANGED	OFFAL	OFFAL	Semantik: Mageres, festes Muskelfleisch vom Rinderherz mit kräftigem Eigengeschmack; nicht mit Lebertextur gleichsetzen. Vergleich: Innereien (1.0000) in OFFAL. Entscheidungsgrund: Das konkrete Organ beziehungsweise die stark festgelegte Verarbeitungsform bestimmt Textur und geeignete Gartechnik deutlich; mehrere Gerichte bleiben möglich, aber die Aufgabe bindet stärker als ein gewöhnlicher Zuschnitt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_LIVER	Rinderleber	APPLICABLE	0.4000	0.5000	CHANGED	OFFAL	OFFAL	Semantik: Rinderleber mit kräftigem, mineralischem Geschmack und weicher Textur; kurze Garung verhindert unnötige Trockenheit. Vergleich: Innereien (1.0000) in OFFAL. Entscheidungsgrund: Das konkrete Organ beziehungsweise die stark festgelegte Verarbeitungsform bestimmt Textur und geeignete Gartechnik deutlich; mehrere Gerichte bleiben möglich, aber die Aufgabe bindet stärker als ein gewöhnlicher Zuschnitt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_MINCE	Rinderhack	APPLICABLE	0.9500	0.7500	CHANGED	BEEF	BEEF	Semantik: Zerkleinertes Rindfleisch mit variablem Fettanteil; nicht gemischtes Hackfleisch. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_ROAST	Rinderbraten	APPLICABLE	0.8500	0.7500	CHANGED	BEEF	BEEF	Semantik: Größeres Rindfleischstück zum Braten oder Schmoren; der konkrete Teilzuschnitt bleibt offen. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_ROULADE	Rinderroulade	APPLICABLE	0.7500	0.7500	UNCHANGED	BEEF	BEEF	Semantik: Dünne große Rindfleischscheibe zum Füllen und Schmoren; gemeint ist der Zuschnitt, nicht eine festgelegte Füllung. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_RUMP	Rinderhüfte	APPLICABLE	0.7000	0.7500	CHANGED	BEEF	BEEF	Semantik: Rinderhüfte als relativ magerer, kurzbrat- oder bratentauglicher Zuschnitt; nicht das stärker marmorierte Roastbeef. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_SHIN	Rinderbeinscheibe	APPLICABLE	0.8500	0.7500	CHANGED	BEEF	BEEF	Semantik: Quergeschnittene Rinderhaxe mit Knochen und viel Kollagen; besonders für langsames Schmoren oder Brühen geeignet. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_SHORT_RIBS	Querrippe	APPLICABLE	0.5500	0.7500	CHANGED	BEEF	BEEF	Semantik: Fleischige kurze Rinderrippen mit Fett und Bindegewebe; für langsames Garen oder Barbecue geeignet. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_STEAK	Rindersteak	APPLICABLE	0.7500	0.7500	UNCHANGED	BEEF	BEEF	Semantik: Zum Kurzbraten geeignete Rindfleischscheibe; der konkrete Steakzuschnitt und Reifegrad bleiben offen. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_STOCK	Rinderfond	APPLICABLE	0.5000	0.7500	CHANGED	STOCKS	STOCKS	Semantik: Kräftiger Fond auf Basis von Rindfleisch und/oder Rinderknochen; selbst gekocht oder als hochwertiges Fertigprodukt verwendbar. Vergleich: Brühe oder Fond (1.0000) in STOCKS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_SUET	Rindernierenfett	APPLICABLE	0.4000	0.7500	CHANGED	COOKING_FATS	COOKING_FATS	Semantik: Hartes Fett aus dem Bereich um die Rindernieren, roh oder fein zerkleinert als Beef Suet. Ausgelassener Rindertalg und Vegetable Suet sind nicht gemeint; mit Mehl bestäubte Beef-Suet-Flocken sind zulässig. Vergleich: Kochfett (1.0000) in COOKING_FATS. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_TAFELSPITZ	Tafelspitz	APPLICABLE	0.7000	0.7500	CHANGED	BEEF	BEEF	Semantik: Spitz zulaufendes Teilstück aus dem Hüftdeckel des Rindes, häufig mit aufliegender Fettschicht. Gemeint ist das rohe Fleischstück, besonders zum Sieden oder Schmoren, nicht das fertige Gericht. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_TENDERLOIN	Rinderfilet	APPLICABLE	0.4500	0.7500	CHANGED	BEEF	BEEF	Semantik: Sehr zartes und mageres Rinderfilet für kurze Garung; nicht mit Schweinefilet oder Roastbeef gleichsetzen. Vergleich: Rindfleisch (1.0000) in BEEF. Entscheidungsgrund: Tierart oder Zuschnitt sind konkret, doch Würzung, Kombination und mehrere passende Gartechniken bleiben offen; diese eigenständige Kochbreite trägt die Zwischenstufe.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEEF_TONGUE	Rinderzunge	APPLICABLE	0.2500	0.5000	CHANGED	OFFAL	OFFAL	Semantik: Rinderzunge als festes, nach langem Garen zartes Muskelfleisch; üblicherweise vor dem Servieren gehäutet. Vergleich: Innereien (1.0000) in OFFAL. Entscheidungsgrund: Das konkrete Organ beziehungsweise die stark festgelegte Verarbeitungsform bestimmt Textur und geeignete Gartechnik deutlich; mehrere Gerichte bleiben möglich, aber die Aufgabe bindet stärker als ein gewöhnlicher Zuschnitt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEER	Bier	APPLICABLE	0.2500	0.2500	UNCHANGED	COOKING_ALCOHOL	COOKING_ALCOHOL	Semantik: Vergorenes Getreidegetränk als Kochzutat; Bierstil, Malzigkeit und Hopfenbittere bleiben bewusst wählbar. Vergleich: Kochalkohol (0.2500) in COOKING_ALCOHOL. Entscheidungsgrund: Der Alkohol ist als Kochzutat eine geschmacks- und verfahrensprägende Pflichtvorgabe; Sorte und Stil unterscheiden die Aufgabe zusätzlich, weshalb der einheitliche Kochalkoholvertrag 0,25 vorsieht.	COOKING_ALCOHOL_INDEPENDENT_LOW_WEIGHT	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BEETROOT	Rote Bete	APPLICABLE	0.9000	0.7500	CHANGED	ROOT_VEGETABLES	ROOT_VEGETABLES	Semantik: Rote Bete mit erdig-süßlichem Geschmack; frisch, vorgegart oder schlicht konserviert verwendbar. Vergleich: Wurzel- und Knollengemüse (1.0000) in ROOT_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BELACAN	Belacan	APPLICABLE	0.3000	0.5000	CHANGED	SHRIMP_PASTE	SHRIMP_PASTE	Semantik: Malaysische feste fermentierte Garnelenpaste mit sehr intensivem Aroma; meist geröstet und sparsam dosiert verwendet. Vergleich: Garnelenpaste (0.5000) in SHRIMP_PASTE. Entscheidungsgrund: Produktform, Aromaprofil oder typische Funktion sind enger vorgegeben als beim Anker; die Zutat bleibt unterscheidbar, wird wegen dieser Bindung innerhalb der Familie aber kompakter gewichtet.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BELL_PEPPER	Paprika	APPLICABLE	1.0000	0.7500	CHANGED	FRUIT_VEGETABLES	FRUIT_VEGETABLES	Semantik: Milde Gemüsepaprika ohne Festlegung auf eine Farbe; rote, gelbe und grüne Paprika sind bekannte Ausprägungen. Vergleich: Fruchtgemüse (1.0000) in FRUIT_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BELUGA_LENTILS	Belugalinsen	APPLICABLE	0.6500	0.7500	CHANGED	LENTILS	LENTILS	Semantik: Kleine schwarze Linsen, die beim Garen vergleichsweise formstabil bleiben; nicht Beluga-Kaviar. Vergleich: Linsen (0.7500) in LENTILS. Entscheidungsgrund: Die benannte Zutat ist gegenüber dem Oberbegriff konkretisiert, behält aber mehrere eigenständige Kochfunktionen und Zubereitungswege; die Familienüberschneidung rechtfertigt die maßvolle Verdichtung.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BENI_SHOGA	Beni Shōga	APPLICABLE	1.0000	0.5000	CHANGED	PRESERVED_PRODUCE	PRESERVED_PRODUCE	Semantik: Fein geschnittener roter Ingwer in salzig-saurer Ume-Lake. Deutlich würziger und weniger süß als Sushi-Gari; als Beilage und Würzzutat verwenden. Vergleich: konservierte pflanzliche Zutat (1.0000) in PRESERVED_PRODUCE. Entscheidungsgrund: Feine Ingwerstreifen, Ume-Essigfärbung und säuerliche Beilagenfunktion sind gemeinsam festgelegt; die 0,50-Stufe folgt der eingelegten Produktform statt dem früheren Rohstoffgewicht.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BERBERE	Berbere	APPLICABLE	0.3000	0.5000	CHANGED	SPICE_BLENDS	SPICE_BLENDS	Semantik: Äthiopisch-eritreische Gewürzmischung mit Chili und warmen Gewürzen; Zusammensetzung und Schärfe variieren. Vergleich: Gewürzmischung (1.0000) in SPICE_BLENDS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BERG_CHEESE	Bergkäse	APPLICABLE	0.6000	0.7500	CHANGED	CHEESE	CHEESE	Semantik: Gereifter alpiner Hartkäse aus Kuhmilch mit kräftigem, nussigem Geschmack. Je nach Reifegrad eignet er sich zum Schmelzen, Reiben oder als deutlich schmeckende Käsekomponente. Vergleich: Käse (1.0000) in CHEESE. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BERRIES	Beeren	APPLICABLE	0.6500	1.0000	CHANGED	FRUIT	FRUIT	Semantik: Offene Vorgabe für kulinarisch als Beeren verwendete kleine Früchte; Sorte und frisch oder tiefgekühlt bleiben offen. Vergleich: Obst (1.0000) in FRUIT. Entscheidungsgrund: Die Zeile ist eine breite drawable Rohstofffamilie und lässt Sorte sowie rohe, gegarte oder weiterverarbeitete Umsetzung offen; sie bleibt deshalb der volle Referenzpunkt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BIRDS_EYE_CHILI	Bird’s-Eye-Chili	APPLICABLE	0.5000	0.7500	CHANGED	CHILI	CHILI	Semantik: Kleine, sehr scharfe frische Chili der Bird’s-Eye-Familie; nicht getrocknete Flocken oder Pulver. Vergleich: frische Chili (1.0000) in CHILI. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BITTER_MELON	Bittermelone	APPLICABLE	0.3000	0.7500	CHANGED	FRUIT_VEGETABLES	FRUIT_VEGETABLES	Semantik: Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt. Vergleich: Fruchtgemüse (1.0000) in FRUIT_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BIVALVES	Muscheln	APPLICABLE	0.5500	1.0000	CHANGED	MOLLUSCS	MOLLUSCS	Semantik: Offene Vorgabe für zweischalige Weichtiere wie Mies-, Venus- oder Jakobsmuscheln; nicht Krebstiere. Vergleich: Weichtiere (1.0000) in MOLLUSCS. Entscheidungsgrund: Die drawable Familienvorgabe lässt Art, Zuschnitt und Garmethode offen und bildet damit den breiten Referenzpunkt für konkrete Meeres- und Süßwasserprodukte.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
BLACKBERRY	Brombeere	APPLICABLE	0.5500	0.7500	CHANGED	BERRIES	BERRIES	Semantik: Brombeere als frische oder ungesüßt tiefgekühlte Beere mit süß-säuerlichem, dunklem Fruchtaroma. Vergleich: Beeren (1.0000) in BERRIES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
