"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability"
"NAPA_CABBAGE","Chinakohl","SPECIFIC","CABBAGE_VEGETABLES","","Chinakohl mit hellen knackigen Rippen und zarten Blättern; roh, gegart oder fermentiert verwendbar.","APPLICABLE"
"NATA_DE_COCO","Nata de coco","SPECIFIC","COCONUT_PRODUCTS","","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.","APPLICABLE"
"NATTO","Nattō","SPECIFIC","PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS","","Japanische fermentierte Sojabohnen mit klebrigen Fäden und kräftigem, erdig-würzigem Aroma.","APPLICABLE"
"NDUJA","’Nduja","SPECIFIC","CURED_MEAT|PORK|SAUSAGE","","Weiche streichfähige kalabrische Schweinewurst mit hohem Chili- und Fettanteil; nicht feste Chorizo.","APPLICABLE"
"NECTARINE","Nektarine","SPECIFIC","STONE_FRUIT","","Glattschalige Steinfrucht aus der Pfirsichfamilie mit saftigem süß-säuerlichem Fleisch.","APPLICABLE"
"NEUTRAL_OIL","neutrales Pflanzenöl","SPECIFIC","OILS","","Raffiniertes Pflanzenöl mit wenig Eigengeschmack und guter Hitzetoleranz; konkrete Ölpflanze bleibt offen.","APPLICABLE"
"NEW_POTATOES","Frühkartoffeln","SPECIFIC","POTATO","","Jung geerntete Kartoffeln mit dünner Schale und wachsiger Textur; Sorte bleibt offen.","APPLICABLE"
"NIPA_PALM_VINEGAR","Nipapalmenessig","SPECIFIC","VINEGAR","","Natürlich fermentierter Essig aus dem Saft der Nipapalme. Gemeint ist die generische Produktart; regionale Produkte wie Sukang Paombong sind mögliche Ausprägungen, aber keine Voraussetzung.","APPLICABLE"
"NOODLES","Nudeln","OPEN","STARCHES","EGG_NOODLES|GLASS_NOODLES|RAMEN_NOODLES|RICE_NOODLES|SHIRATAKI|SOBA|SPAETZLE|UDON|WHEAT_NOODLES|WHEAT_PASTA","Offene Vorgabe für geformte Nudeln aus Getreide oder Stärke; Rohstoff, Form und Küchentradition bleiben wählbar.","APPLICABLE"
"NORA_PEPPER","Ñora-Paprika","SPECIFIC","PRESERVED_PRODUCE|SPICES","","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.","APPLICABLE"
"NORI","Nori","SPECIFIC","SEAWEED","","Dünne getrocknete Blätter aus roten Meeresalgen, typischerweise geröstet; nicht Kombu oder Wakame.","APPLICABLE"
"NORTH_SEA_SHRIMP","Nordseekrabbe","SPECIFIC","SHRIMP","","Kleine graue Nordseegarnele (Crangon crangon), in Deutschland üblicherweise als Nordseekrabbe bezeichnet; typischerweise bereits gekocht und geschält erhältlich. Nicht beliebige Garnelen und trotz des deutschen Namens keine echte Krabbe.","APPLICABLE"
"NORTHERN_PRAWN","Eismeergarnele","SPECIFIC","SHRIMP","","Eismeergarnele beziehungsweise Nordische Garnele (Pandalus borealis), frisch oder tiefgekühlt und je nach Produkt geschält oder ungeschält. Nicht mit der Nordseekrabbe (Crangon crangon) oder beliebigen Warmwassergarnelen gleichsetzen.","APPLICABLE"
"NORWEGIAN_WAFFLE","Norwegische Waffel","SPECIFIC","WAFFLES","","Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge.","APPLICABLE"
"NUT_AND_SEED_PASTES","Nuss- oder Samenpaste","OPEN","SAUCES_AND_PASTES","ALMOND_BUTTER|CASHEW_BUTTER|PEANUT_BUTTER|TAHINI","Offene Familie fein vermahlener Nuss- oder Samenpasten; Rohstoff, Röstung und Süßung bleiben offen.","APPLICABLE"
"NUTMEG","Muskatnuss","SPECIFIC","SPICES","","Muskatnuss als intensiv warm-würziger Samenkern, frisch gerieben oder gemahlen; sparsam dosieren.","APPLICABLE"
"NUTRITIONAL_YEAST","Hefeflocken","SPECIFIC","SPICES","","Inaktive getrocknete Hefeflocken mit nussig-käsigem Umami; keine aktive Backhefe.","APPLICABLE"
"NUTS","Nüsse","OPEN","","ALMOND|BRAZIL_NUT|CASHEW|CHESTNUT|HAZELNUT|MACADAMIA|PEANUT|PECAN|PINE_NUT|PISTACHIO|WALNUT","Offene Vorgabe für kulinarisch als Nüsse verwendete Kerne; Sorte, Röstung und Zerkleinerung bleiben wählbar.","APPLICABLE"
"OAT_DRINK","Haferdrink","SPECIFIC","PLANT_DRINKS","","Flüssiger Pflanzendrink auf Haferbasis; gesüßte und ungesüßte sowie baristataugliche Varianten sind umfasst.","APPLICABLE"
"OATS","Hafer","SPECIFIC","GRAINS","","Hafer als ganzes Korn, Grütze oder Flocken; konkrete Verarbeitungsform bleibt wählbar.","APPLICABLE"
"OCTOPUS","Oktopus","SPECIFIC","MOLLUSCS|SEAFOOD","","Oktopus mit festen Armen und kollagenreichem Fleisch, das durch geeignete Garung zart wird; nicht Kalmar.","APPLICABLE"
"OFFAL","Innereien","OPEN","MEAT","BEEF_HEART|BEEF_LIVER|BEEF_TONGUE|BLOOD_SAUSAGE|BONE_MARROW|CHICKEN_FEET|CHICKEN_LIVER|FOIE_GRAS|LIVER_PATE|LIVER_SAUSAGE|PORK_LIVER|PORK_TONGUE|TRIPE|VEAL_LIVER|VEAL_SWEETBREAD","Offene Vorgabe für essbare Innereien und verwandte Schlachtteile; Tierart und Organ bleiben bewusst wählbar.","APPLICABLE"
"OILS","Speiseöl","OPEN","COOKING_FATS","CHILI_OIL|COCONUT_OIL|NEUTRAL_OIL|OLIVE_OIL|SESAME_OIL","Offene Vorgabe für flüssige Speiseöle; Rohstoff, Raffination, Eigengeschmack und Hitzetoleranz bleiben offen.","APPLICABLE"
"OILY_FISH","fettreicher Fisch","OPEN","FISH","ANCHOVIES|EEL|HERRING|MACKEREL|SALMON|SARDINES|TROUT","Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch.","APPLICABLE"
"OKRA","Okra","SPECIFIC","FRUIT_VEGETABLES|POD_VEGETABLES","","Junge Okraschoten mit grasig-mildem Geschmack; ihre Samen und Schleimstoffe entwickeln beim Garen eine charakteristische Bindung.","APPLICABLE"
"OLIVE_OIL","Olivenöl","SPECIFIC","OILS","","Speiseöl aus Oliven; natives aromatisches und raffiniertes milderes Öl sind je nach Anwendung möglich.","APPLICABLE"
"OLIVES","Oliven","SPECIFIC","PRESERVED_PRODUCE","TAPENADE","Essfertig entbitterte Oliven in Lake oder Öl; Farbe, Sorte, Entsteinung und Würzung bleiben offen.","APPLICABLE"
"OLOMOUC_TVARUZKY","Olmützer Quargel","SPECIFIC","CHEESE","","Olomoucké tvarůžky: tschechischer g.g.A.-Schmierkäse aus Sauermilchquark mit höchstens 1 % Fett, kräftigem bis sehr scharfem Aroma und ausgeprägter Reifungsnote. Nicht mit beliebigem Harzer Käse oder Quark gleichsetzen.","APPLICABLE"
"ONION","Zwiebel","SPECIFIC","ALLIUM_VEGETABLES","FRIED_ONIONS|RED_ONION","Küchenzwiebel mit schwefelig-scharfem, beim Garen süßlichem Aroma; gelbe beziehungsweise braune Standardsorte gemeint.","APPLICABLE"
"ONION_POWDER","Zwiebelpulver","SPECIFIC","SPICES","","Getrocknete gemahlene oder granulierte Zwiebel mit konzentriertem Aroma; nicht frische Zwiebel oder Zwiebelsalz.","APPLICABLE"
"OOLONG_TEA","Oolongtee","SPECIFIC","TEA","","Teiloxidierter Tee zwischen grünem und schwarzem Tee; Stil reicht von floral-leicht bis dunkel geröstet.","APPLICABLE"
"ORANGE","Orange","SPECIFIC","CITRUS_FRUIT","BLOOD_ORANGE","Süße Orange mit saftigem Fruchtfleisch und aromatischer Schale; Blutorange bleibt als eigene Ausprägung getrennt.","APPLICABLE"
"OREGANO","Oregano","SPECIFIC","FRESH_HERBS","","Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar.","APPLICABLE"
"ORZO","Kritharaki oder Orzo","SPECIFIC","WHEAT_PASTA","","Kleine reisförmige Weizenpasta, auch Kritharaki genannt; trotz der Form kein Reis.","APPLICABLE"
"OXTAIL","Ochsenschwanz","SPECIFIC","BEEF","","Quergeschnittener Rinderschwanz mit Knochen, Fett und viel Kollagen; für langsames Schmoren oder Brühen geeignet.","APPLICABLE"
"OYSTER","Austern","SPECIFIC","BIVALVES","","Auster als essbare Muschel mit jodig-salzigem Geschmack; lebend in der Schale oder ausgelöst verwendbar.","APPLICABLE"
"OYSTER_MUSHROOM","Austernpilze","SPECIFIC","MUSHROOMS","","Austernseitling mit breitem Hut, zart-faseriger Textur und mildem Umami; nicht Kräuterseitling.","APPLICABLE"
"OYSTER_SAUCE","Austernsauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Dicke salzig-süßliche Würzsauce mit Austernextrakt und Umami; vegetarische Pilzvarianten sind nicht gemeint.","APPLICABLE"
"PADRON_PEPPER","Padrón-Paprika","SPECIFIC","CHILI","","Kleine grüne Paprika der Padrón-/Pemento-de-Herbón-Tradition; überwiegend mild, einzelne Früchte deutlich scharf. Gemeint ist die frische ganze Paprika, nicht ein fertiges Tapasgericht.","APPLICABLE"
"PAK_CHOI","Pak Choi","SPECIFIC","CABBAGE_VEGETABLES|LEAFY_GREENS","","Asiatisches Kohlgemüse mit saftigen hellen Stielen und dunklen Blättern; beide Teile sind essbar.","APPLICABLE"
"PALM_SUGAR","Palmzucker","SPECIFIC","SWEETENERS","","Aus Palmensaft eingekochter Zucker mit karamelligem Aroma; Block-, Pasten- und Granulatformen sind umfasst.","APPLICABLE"
"PANCETTA","Pancetta","SPECIFIC","CURED_MEAT|PORK_BELLY","","Italienischer gepökelter, meist ungeräucherter Schweinebauch; gerollt oder flach und roh zu garen beziehungsweise gereift.","APPLICABLE"
"PANDAN_LEAVES","Pandanblätter","SPECIFIC","FRESH_HERBS","","Lange aromatische Pandanblätter mit süßlich-grünem, vanilleähnlichem Duft; meist zum Mitgaren oder Extrahieren.","APPLICABLE"
"PANEER","Paneer","SPECIFIC","CHEESE","","Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch.","APPLICABLE"
"PANGASIUS","Pangasius","SPECIFIC","WHITE_FISH","","Milder weißfleischiger Süßwasserfisch, meist als grätenarmes Filet erhältlich.","APPLICABLE"
"PANKO","Panko","SPECIFIC","BREADCRUMBS","","Grobe luftige japanische Weißbrotbrösel für besonders knusprige Panaden; nicht feine Semmelbrösel.","APPLICABLE"
"PAPAYA","Papaya","SPECIFIC","TROPICAL_FRUIT","GREEN_PAPAYA","Reife Papaya mit weichem, süß-mildem Fruchtfleisch; grüne unreife Papaya bleibt getrennt.","APPLICABLE"
"PAPRIKA_POWDER","Paprikapulver","OPEN","SPICES","HOT_PAPRIKA_POWDER|SMOKED_PAPRIKA|SWEET_PAPRIKA_POWDER","Paprikapulver als Gewürzfamilie mit süßen, scharfen und geräucherten Varianten; nicht frische Paprika.","APPLICABLE"
"PARMESAN","Parmesan","SPECIFIC","CHEESE","","Sehr harter, lange gereifter italienischer Kuhmilchkäse nach Parmesan-Art; würzig, salzig und umamireich.","APPLICABLE"
"PARSLEY","Petersilie","SPECIFIC","FRESH_HERBS","","Frische Petersilienblätter mit grün-würzigem Aroma; glatte und krause Formen sind umfasst, nicht Petersilienwurzel.","APPLICABLE"
"PARSLEY_ROOT","Petersilienwurzel","SPECIFIC","ROOT_VEGETABLES","","Essbare Wurzel der Wurzelpetersilie; aromatisches Wurzelgemüse. Nicht mit Pastinake und nicht mit Petersilienblättern gleichsetzen.","APPLICABLE"
"PARSNIP","Pastinake","SPECIFIC","ROOT_VEGETABLES","","Pastinake mit süßlich-erdigem, leicht würzigem Wurzelfleisch; nicht Petersilienwurzel.","APPLICABLE"
"PASSION_FRUIT","Passionsfrucht","SPECIFIC","TROPICAL_FRUIT","","Passionsfrucht mit aromatischem süß-saurem Fruchtmark und knackigen essbaren Kernen.","APPLICABLE"
"PASTIS","Pastis","SPECIFIC","COOKING_ALCOHOL","","Anisbetonte französische Spirituose nach Pastis-Art, typischerweise zusätzlich mit Süßholz und weiteren Kräutern beziehungsweise Gewürzen aromatisiert. Nicht Absinth oder beliebiger Anislikör.","APPLICABLE"
"PEA_EGGPLANT","Erbsenaubergine","SPECIFIC","FRUIT_VEGETABLES","","Erbsengroße, traubenartig wachsende Früchte von Solanum torvum mit knackigem Biss und deutlich herber Note, besonders für Currys. Keine Miniaturform der gewöhnlichen Aubergine.","APPLICABLE"
"PEACH","Pfirsich","SPECIFIC","STONE_FRUIT","","Pfirsich mit samtiger Schale und saftigem süß-aromatischem Fruchtfleisch; weiß- und gelbfleischige Sorten sind umfasst.","APPLICABLE"
"PEANUT","Erdnüsse","SPECIFIC","NUTS","PEANUT_BUTTER","Erdnusskerne mit kräftig-nussigem Aroma; roh, geröstet, ganz oder gehackt verwendbar.","APPLICABLE"
"PEANUT_BUTTER","Erdnussbutter","SPECIFIC","NUT_AND_SEED_PASTES|PEANUT","","Streichfähige Erdnusspaste, glatt oder stückig; ungesüßte und leicht gesüßte Varianten sind umfasst.","APPLICABLE"
"PEANUT_SATAY_SAUCE","Erdnuss-Satay-Sauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Fertige erdnussbasierte Satay-/Pindasaus; typischerweise süß-salzig und kräftig nussig, konkrete Würzung und Schärfe können variieren. Nicht mit reinem Erdnussmus oder Erdnussbutter gleichsetzen.","APPLICABLE"
"PEAR","Birne","SPECIFIC","POME_FRUIT","","Birne als saftiges Kernobst; Sorte, Festigkeit und Verhältnis von Süße zu Säure bleiben offen.","APPLICABLE"
"PEARL_BARLEY","Graupen","SPECIFIC","BARLEY","","Geschälte und rund geschliffene Gerstenkörner, auch Graupen; schneller garend und weicher als ganze Gerste.","APPLICABLE"
"PEAS","Erbsen","OPEN","LEGUMES","GREEN_PEAS|SPLIT_PEAS|SUGAR_SNAP_PEAS","Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch.","APPLICABLE"
"PECAN","Pekannüsse","SPECIFIC","NUTS","","Pekannusskerne mit buttrigem, mild-süßlichem Aroma; natur oder geröstet verwendbar.","APPLICABLE"
"PECORINO","Pecorino","SPECIFIC","CHEESE","","Harter bis halbfester italienischer Schafmilchkäse; Herkunft, Reifegrad und Salzintensität bleiben offen.","APPLICABLE"
"PENNE","Penne","SPECIFIC","WHEAT_PASTA","","Kurze röhrenförmige Weizenpasta mit schrägen Enden; glatt oder geriffelt verwendbar.","APPLICABLE"
"PEPPER","Pfeffer","OPEN","SPICES","BLACK_PEPPER|GREEN_PEPPER|WHITE_PEPPER","Echter Pfeffer und seine Reife- beziehungsweise Verarbeitungsformen; Szechuanpfeffer bleibt eigenständig.","APPLICABLE"
"PERILLA_LEAVES","Perillablätter","SPECIFIC","FRESH_HERBS","","Frische Perillablätter mit kräftig kräuterigem, leicht minzig-anisigem und teils erdigem Aroma; grüne und violette kulinarische Formen sind umfasst. Nicht vietnamesischer Koriander oder Minze.","APPLICABLE"
"PERSIMMON","Kaki","SPECIFIC","FRUIT","","Kaki mit süßem orangefarbenem Fruchtfleisch; feste nichtadstringierende und weichreife Sorten sind umfasst.","APPLICABLE"
"PESTO","Pesto","SPECIFIC","READY_SAUCES_AND_PASTES","","Rohe oder wenig erhitzte Kräuter- beziehungsweise Pflanzenpaste mit Öl; Zutatenbasis bleibt offen, nicht nur Pesto Genovese.","APPLICABLE"
"PICKLED_CHILI","eingelegte Chili","SPECIFIC","PRESERVED_PRODUCE","","In Essig- oder Gewürzlake eingelegte ganze oder geschnittene Chili; Sorte und Schärfe bleiben offen, trockene Formen sind nicht gemeint.","APPLICABLE"
"PICKLED_CUCUMBER","Gewürzgurke","SPECIFIC","CUCUMBER|PRESERVED_PRODUCE","","Essigbasierte Gewürzgurke mit süß-säuerlicher bis würziger Lake; nicht milchsauer fermentierte Salzgurke.","APPLICABLE"
"PICKLED_GINGER","eingelegter Ingwer","SPECIFIC","GINGER|PRESERVED_PRODUCE","","Dünn geschnittener, süß-säuerlich eingelegter Ingwer nach Gari-Art; nicht frisches Ingwer-Rhizom.","APPLICABLE"
"PICKLED_HERRING","eingelegter Hering","SPECIFIC","HERRING|PRESERVED_FISH","","Hering in essig- oder säurebasierter Würzlake; süße, zwiebelige und cremig weiterverarbeitete Varianten sind möglich.","APPLICABLE"
"PICKLED_MUSHROOMS","eingelegte Pilze","SPECIFIC","MUSHROOMS","","In Essiglake eingelegte Speisepilze; eine Fermentation wird nicht vorausgesetzt.","APPLICABLE"
"PICKLED_SAUSAGE","eingelegte Wurst","SPECIFIC","SAUSAGE","","Verzehrfertige Wurst, die über längere Zeit in einer überwiegend essig- beziehungsweise säurebasierten Lake eingelegt wird. Umfasst unter anderem tschechischen Utopenec und vergleichbare eingelegte Wurstprodukte. Nicht bloß mit Essig angemachte Wurst und nicht nur kurz in Essigsud gegarte Wurst.","APPLICABLE"
"PIKEPERCH","Zander","SPECIFIC","WHITE_FISH","","Zander als magerer Süßwasserfisch mit festem, mildem Fleisch und wenigen Gräten.","APPLICABLE"
"PILSNER_LAGER","Pilsner","SPECIFIC","BEER","","Helles untergäriges Lagerbier nach Pilsner Art mit deutlich hopfenbetontem Profil. Gemeint ist der Bierstil, nicht eine bestimmte Marke; Pilsner Urquell ist historischer Referenztyp.","APPLICABLE"
"PIMENT_D_ESPELETTE","Piment d’Espelette","SPECIFIC","CHILI_POWDER","","Getrocknetes, fein gemahlenes Piment-d’Espelette-Gewürz nach französisch-baskischer Art; nicht generisches Chilipulver oder die frische ganze Schote.","APPLICABLE"
"PINE_NUT","Pinienkerne","SPECIFIC","NUTS|SEEDS","","Ölreiche Samen von Pinien mit mild-harzigem, buttrigem Aroma; roh oder geröstet verwendbar.","APPLICABLE"
"PINEAPPLE","Ananas","SPECIFIC","TROPICAL_FRUIT","","Ananas mit saftigem süß-säuerlichem Fruchtfleisch; frisch, tiefgekühlt oder schlicht konserviert verwendbar.","APPLICABLE"
"PINNEKJOTT","Pinnekjøtt","SPECIFIC","CURED_MEAT","","Gesalzene und getrocknete Rippen vom Schaf oder Lamm nach Pinnekjøtt-Art; geräucherte Varianten sind möglich, werden aber nicht vorausgesetzt. Gemeint ist das noch zuzubereitende Fleischprodukt, nicht das vollständige Weihnachtsgericht.","APPLICABLE"
"PINTO_BEANS","Pintobohnen","SPECIFIC","BEANS","","Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack; getrocknet oder vorgegart verwendbar.","APPLICABLE"
"PIQUILLO_PEPPER","Piquillo-Paprika","SPECIFIC","ROASTED_RED_PEPPER","","Geröstete und geschälte rote Piquillo-Paprika als küchenfertiges Produkt, typischerweise im Glas oder in der Dose; nicht rohe rote Paprika.","APPLICABLE"
"PISTACHIO","Pistazien","SPECIFIC","NUTS","","Grüne Pistazienkerne mit süßlich-nussigem Aroma; ungesalzen, roh oder geröstet verwendbar.","APPLICABLE"
"PITA","Pita","SPECIFIC","FLATBREAD","","Rundes weiches Fladenbrot, häufig mit beim Backen entstehender Tasche; nicht Tortilla.","APPLICABLE"
"PLA_RA","Pla Ra","OPEN","FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES","","Thailändischer, besonders mit Isan verbundener salzfermentierter Süßwasserfisch; je nach Produkt als Fischstücke, Paste oder gekochte flüssige Würze erhältlich. Nicht Fischsauce oder Garnelenpaste.","APPLICABLE"
"PLAICE","Scholle","SPECIFIC","WHITE_FISH","","Scholle als magerer Plattfisch mit zartem, mildem Fleisch; ganz oder als Filet verwendbar.","APPLICABLE"
"PLANT_DRINKS","pflanzlicher Drink","OPEN","","ALMOND_DRINK|OAT_DRINK|SOY_DRINK","Offene Familie flüssiger pflanzlicher Milchalternativen etwa aus Soja, Hafer oder Nüssen; Rohstoff und Süßung bleiben wählbar.","NOT_APPLICABLE_STRUCTURE"
"PLANT_PROTEIN_PRODUCTS","pflanzliches Proteinprodukt","OPEN","","MYCOPROTEIN|NATTO|SEITAN|TEMPEH|TOFU|TVP","Offene Vorgabe für verarbeitete pflanzliche Proteinprodukte wie Tofu, Seitan oder Mykoprotein; Rohstoff bleibt wählbar.","APPLICABLE"
"PLANTAIN","Kochbanane","SPECIFIC","STARCHES|TROPICAL_FRUIT","","Stärkereiche Kochbanane, meist gegart verwendet; grüne und reife süßere Stadien sind umfasst, nicht Dessertbanane.","APPLICABLE"
"PLUM","Pflaume","SPECIFIC","STONE_FRUIT","PLUM_BUTTER|PRUNE","Pflaume beziehungsweise Zwetschge als saftige Steinfrucht; Sorte, Süße und Festigkeit bleiben offen.","APPLICABLE"
"PLUM_BUTTER","Pflaumenmus","SPECIFIC","PLUM|PRESERVED_PRODUCE","","Dick eingekochte Pflaumenzubereitung nach Powidl-/Pflaumenmus-Art; als Füllung, Aufstrich oder süß-fruchtige Kochzutat. Zuckerzusatz kann je nach Produkt variieren. Nicht mit Trockenpflaumen oder beliebiger Pflaumenmarmelade gleichsetzen.","APPLICABLE"
"POBLANO","Poblano","SPECIFIC","CHILI","","Große dunkelgrüne mexikanische Chili mit milder bis mittlerer Schärfe; getrocknet heißt sie Ancho.","APPLICABLE"
"POD_VEGETABLES","Hülsen- und Schotengemüse","OPEN","VEGETABLES","BROAD_BEANS|EDAMAME|GREEN_BEANS|GREEN_PEAS|OKRA|SUGAR_SNAP_PEAS","Offene Vorgabe für Gemüse aus jungen Hülsen, Schoten oder darin enthaltenen frischen Samen.","APPLICABLE"
"POINTED_CABBAGE","Spitzkohl","SPECIFIC","CABBAGE_VEGETABLES","","Zarter kegelförmiger Spitzkohl mit milderem Geschmack als Weißkohl; roh und gegart verwendbar.","APPLICABLE"
"POLENTA","Polenta","SPECIFIC","CORN","","Maisgrieß beziehungsweise daraus gegarte schnittfeste oder cremige Polenta; Körnung und Vorbehandlung bleiben offen.","APPLICABLE"
"POLLOCK","Köhler (Seelachs)","SPECIFIC","WHITE_FISH","","Gemeint ist Köhler beziehungsweise Seelachs (Pollachius virens), nicht Alaska-Seelachs (Gadus chalcogrammus).","APPLICABLE"
"POME_FRUIT","Kernobst","OPEN","FRUIT","APPLE|PEAR|QUINCE","Offene Vorgabe für Kernobst wie Apfel, Birne oder Quitte; Sorte und Reifegrad bleiben wählbar.","APPLICABLE"
"POMEGRANATE","Granatapfel","SPECIFIC","FRUIT","","Granatapfel mit saftig-säuerlichen Samenhüllen; gemeint sind Frucht und Kerne, nicht Sirup.","APPLICABLE"
"POMEGRANATE_MOLASSES","Granatapfelmelasse","SPECIFIC","SYRUP","","Dick eingekochter Granatapfelsaft mit intensiver süß-saurer Fruchtigkeit; nicht Zuckerrohrmelasse.","APPLICABLE"
"POMELO","Pomelo","SPECIFIC","CITRUS_FRUIT","","Sehr große Zitrusfrucht mit dickem Mesokarp und mild bitter-säuerlichen Fruchtsegmenten; nicht Grapefruit.","APPLICABLE"
"PONZU","Ponzu","SPECIFIC","READY_SAUCES_AND_PASTES","","Japanische zitrusbetonte Würzsauce, meist mit Sojasauce und Dashi-Komponenten; konkrete Zitrusfrucht kann variieren.","APPLICABLE"
"POPPY_SEEDS","Mohn","SPECIFIC","SEEDS","","Mohnsamen mit nussigem Aroma; ganz, gemahlen oder als ungesüßte Mohnmasse verwendbar.","APPLICABLE"
"PORCINI","Steinpilze","SPECIFIC","MUSHROOMS","","Steinpilze mit festem Fleisch und intensiv nussig-umamireichem Waldpilzaroma; frisch oder getrocknet verwendbar.","APPLICABLE"
"PORK","Schweinefleisch","OPEN","MEAT","BACON|BRATWURST|CHORIZO|GIO_LUA|HAM|KASSELER|MORCILLA|NDUJA|PORK_BELLY|PORK_CHEEK|PORK_CHOP|PORK_CUTLET|PORK_KNUCKLE|PORK_LIVER|PORK_LOIN|PORK_MINCE|PORK_NECK|PORK_RIBS|PORK_SHOULDER|PORK_TENDERLOIN|PORK_TONGUE|ROD_POLSE|SAI_UA|SALAMI|SOBRASADA|WHITE_SAUSAGE","Offene Vorgabe für Schweinefleisch; Zuschnitt, Fettanteil und geeignete Garmethode bleiben bewusst wählbar.","APPLICABLE"
"PORK_BELLY","Schweinebauch","SPECIFIC","PORK","PANCETTA","Durchwachsener Schweinebauch mit Schichten aus Fleisch und Fett; mit oder ohne Schwarte verwendbar.","APPLICABLE"
"PORK_CHEEK","Schweinebäckchen","SPECIFIC","PORK","","Kleiner, kollagenreicher Zuschnitt aus der Schweinebacke; durch langsames Garen besonders zart.","APPLICABLE"
"PORK_CHOP","Schweinekotelett","SPECIFIC","PORK","","Schweinekotelett aus dem Rücken mit Rippen- oder Wirbelknochen; zum Braten oder Grillen geeignet.","APPLICABLE"
"PORK_CUTLET","Schweineschnitzel","SPECIFIC","PORK","","Dünne magere Schweinefleischscheibe für Schnitzel; paniert oder unpaniert, gemeint ist der Zuschnitt.","APPLICABLE"
"PORK_KNUCKLE","Schweinshaxe","SPECIFIC","PORK","","Schweinshaxe mit Knochen, Schwarte und viel Bindegewebe; für langes Braten, Kochen oder Schmoren geeignet.","APPLICABLE"
"PORK_LIVER","Schweineleber","SPECIFIC","OFFAL|PORK","","Schweineleber mit kräftigem, mineralischem Geschmack und weicher Textur; nicht Leberwurst.","APPLICABLE"
"PORK_LOIN","Schweinerücken","SPECIFIC","PORK","","Magerer Schweinerücken als Kotelettstrang oder ausgelöstes Stück; nicht Schweinefilet.","APPLICABLE"
"PORK_MINCE","Schweinehack","SPECIFIC","MINCED_MEAT|PORK","","Zerkleinertes Schweinefleisch mit variablem Fettanteil; nicht gemischtes Hackfleisch.","APPLICABLE"
"PORK_NECK","Schweinenacken","SPECIFIC","PORK","","Gut marmorierter Schweinenacken mit saftigem Fleisch; zum Grillen, Braten oder Schmoren geeignet.","APPLICABLE"
"PORK_RIBS","Schweinerippchen","SPECIFIC","PORK","","Fleischige Schweinerippen mit Knochen und Bindegewebe; Rippenabschnitt und Zuschnitt bleiben offen.","APPLICABLE"
"PORK_SHOULDER","Schweineschulter","SPECIFIC","PORK","","Durchwachsene Schweineschulter mit Bindegewebe; besonders für Braten, Schmoren oder Zupffleisch geeignet.","APPLICABLE"
"PORK_STOCK","Schweinefond","SPECIFIC","STOCKS","","Brühe oder Fond auf Basis von Schweinefleisch und/oder -knochen; nicht fertige Suppe.","APPLICABLE"
"PORK_TENDERLOIN","Schweinefilet","SPECIFIC","PORK","","Sehr mageres und zartes Schweinefilet für kurze bis mittlere Garung; nicht Schweinerücken.","APPLICABLE"
"PORK_TONGUE","Schweinezunge","SPECIFIC","OFFAL|PORK","","Schweinezunge als festes, nach langem Garen zartes Muskelfleisch; vor dem Servieren üblicherweise gehäutet.","APPLICABLE"
"PORT_WINE","Portwein","SPECIFIC","COOKING_ALCOHOL","","Aufgespriteter portugiesischer Wein nach Portwein-Art mit deutlicher Süße und konzentriertem Fruchtaroma.","APPLICABLE"
"POTATO","Kartoffel","SPECIFIC","ROOT_VEGETABLES|STARCHES","FRENCH_FRIES|NEW_POTATOES|POTATO_DUMPLING","Kartoffel als stärkehaltige Knolle; Sorte, Kochtyp und Zubereitungsform bleiben offen.","APPLICABLE"
"POTATO_DUMPLING","Kartoffelknödel","SPECIFIC","POTATO","","Gekochter kartoffelbasierter Knödel als fertige Beilage; nicht mit Gnocchi gleichsetzen.","APPLICABLE"
"POTATO_STARCH","Kartoffelstärke","SPECIFIC","STARCH_BINDERS","","Feine geschmacksneutrale Stärke aus Kartoffeln zum Binden und für Teige; nicht Kartoffelmehl aus ganzen Knollen.","APPLICABLE"
