"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"BANANA_KETCHUP","Bananenketchup","APPLICABLE","Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt.","SPECIALTY_BROAD","Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler PinoyFood – UFC Banana Sauce Sweet & Spicy sowie Asia Foodstore – UFC Banana Sauce.","SPECIALTY","Bananenketchup ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler PinoyFood – UFC Banana Sauce Sweet & Spicy sowie Asia Foodstore – UFC Banana Sauce.","REQUIRED","Bananenketchup | Form: süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt | Deutschland unabhängige Spezialhändler Sauce oder Würzpaste | geprüfte Quellen: PinoyFood – UFC Banana Sauce Sweet & Spicy ; Asia Foodstore – UFC Banana Sauce","EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE|RATING_RECONCILED_V2"
"BANANA_LEAVES","Bananenblätter","APPLICABLE","Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen, Kochen und Grillen; frisch oder tiefgekühlt verwendbar. Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht.","SPECIALTY_BROAD","Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich lokale Zufallsfunde ändern die Marktklasse nicht«.","SPECIALTY","Bananenblätter: Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich; lokale Zufallsfunde ändern die Marktklasse nicht.","REQUIRED","Bananenblätter | Form: Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht | Deutschland unabhängige Spezialhändler frisches Würzkraut | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED"
"BARBECUE_SAUCE","Barbecuesauce","APPLICABLE","Fertige kräftig gewürzte Sauce nach Barbecue-Art; Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren.","GENERAL_LOCAL","Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren«. Regelweg in Bornheim über den Bereich »Saucen-, Würzpasten- und Feinkostregal« eines gewöhnlichen Bornheimer Vollsortimenters.","EASY","Barbecuesauce: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.","OPTIONAL","Barbecuesauce | Form: Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren | Bornheim Saucen-, Würzpasten- und Feinkostregal gewöhnlicher Handel",""
"BARLEY","Gerste","APPLICABLE","Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Graupen sind eine stärker verarbeitete Form.","GENERAL_BROAD","Katalogpfad Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Graupen sind eine stärker verarbeitete Form«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","PLANNED","Gerste ist über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Reis-, Mehl-, Nudel- oder Trockenwarenregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Gerste | Form: Graupen sind eine stärker verarbeitete Form | Bornheim gezielter Einkauf Deutschland Reis-, Mehl-, Nudel- oder Trockenwarenregal",""
"BASIL","Basilikum","APPLICABLE","Frisches Basilikum mit süßlich-pfeffrigem Aroma; Thai-Basilikum bleibt als eigenständige Ausprägung getrennt.","GENERAL_LOCAL","Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »Thai-Basilikum bleibt als eigenständige Ausprägung getrennt«. Regelweg in Bornheim über das örtliche Sortiment »frische Kräuterabteilung« beim Wocheneinkauf in Bornheim.","EASY","Basilikum: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«.","OPTIONAL","Basilikum | Form: Thai-Basilikum bleibt als eigenständige Ausprägung getrennt | Bornheim frische Kräuterabteilung gewöhnlicher Handel",""
"BASMATI_RICE","Basmatireis","APPLICABLE","Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; weiß oder als Vollkornvariante verwendbar.","GENERAL_LOCAL","Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »weiß oder als Vollkornvariante verwendbar«. Regelweg in Bornheim über das örtliche Sortiment »Reis-, Mehl-, Nudel- oder Trockenwarenregal« beim Wocheneinkauf in Bornheim.","EASY","Basmatireis: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","OPTIONAL","Basmatireis | Form: weiß oder als Vollkornvariante verwendbar | Bornheim Reis-, Mehl-, Nudel- oder Trockenwarenregal gewöhnlicher Handel",""
"BAY_LEAF","Lorbeerblatt","APPLICABLE","Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen, Saucen und Schmorgerichte; vor dem Servieren üblicherweise entfernen.","GENERAL_LOCAL","Katalogpfad Kräuter und Würzblätter. Warengruppe getrocknetes oder frisches Würzblatt, formrelevanter Prüfhinweis aus der vollständigen Definition: »vor dem Servieren üblicherweise entfernen«. Regelweg in Bornheim über das örtliche Sortiment »Gewürzregal, ergänzend frische Kräuterabteilung« beim Wocheneinkauf in Bornheim.","EASY","Lorbeerblatt: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürzregal, ergänzend frische Kräuterabteilung«.","OPTIONAL","Lorbeerblatt | Form: vor dem Servieren üblicherweise entfernen | Bornheim Gewürzregal, ergänzend frische Kräuterabteilung gewöhnlicher Handel",""
"BEAN_SPROUTS","Mungbohnensprossen","APPLICABLE","Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; nicht mit Keimlingen der Sojabohne gleichsetzen.","GENERAL_BROAD","Katalogpfad Sprossen → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht mit Keimlingen der Sojabohne gleichsetzen«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Filial- oder Bestellprüfung für Gemüse oder Pilz im allgemeinen deutschen Handel.","PLANNED","Mungbohnensprossen ist über eine gezielte Filial- oder Bestellprüfung für Gemüse oder Pilz im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Mungbohnensprossen | Form: nicht mit Keimlingen der Sojabohne gleichsetzen | Bornheim gezielter Einkauf Deutschland Obst- und Gemüseabteilung",""
"BEANS","Bohnen","APPLICABLE","Offene Vorgabe für trockene oder vorgegarte Bohnenkerne; frische grüne Bohnen und andere Schotengemüse sind nicht gemeint.","GENERAL_LOCAL","Katalogpfad Hülsenfrüchte. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »frische grüne Bohnen und andere Schotengemüse sind nicht gemeint«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.","EASY","Bohnen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.","OPTIONAL","Bohnen | Form: frische grüne Bohnen und andere Schotengemüse sind nicht gemeint | Bornheim Hülsenfrucht-, Konserven- oder Trockenwarenregal gewöhnlicher Handel",""
"BEEF","Rindfleisch","APPLICABLE","Offene Vorgabe für Rindfleisch; Zuschnitt, Fettanteil und geeignete Garmethode werden bewusst nicht festgelegt.","GENERAL_LOCAL","Katalogpfad Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Zuschnitt, Fettanteil und geeignete Garmethode werden bewusst nicht festgelegt«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Fleischkühlung oder Bedientheke«.","EASY","Rindfleisch: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.","OPTIONAL","Rindfleisch | Form: Zuschnitt, Fettanteil und geeignete Garmethode werden bewusst nicht festgelegt | Bornheim Fleischkühlung oder Bedientheke gewöhnlicher Handel",""
"BEEF_BRISKET","Rinderbrust","APPLICABLE","Bindegewebsreiche Rinderbrust, besonders für langsames Schmoren, Kochen oder Barbecue geeignet.","GENERAL_BROAD","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Rinderbrust, besonders für langsames Schmoren, Kochen oder Barbecue geeignet«. Der konkrete Bezug erfolgt für das Bornheim-Profil über „Fleischkühlung oder Bedientheke nach vorheriger Händlerprüfung“.","PLANNED","Rinderbrust: Der konkrete Bezug erfolgt für das Bornheim-Profil über „Fleischkühlung oder Bedientheke nach vorheriger Händlerprüfung“.","OPTIONAL","Rinderbrust | Form: Rinderbrust, besonders für langsames Schmoren, Kochen oder Barbecue geeignet | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke",""
"BEEF_CHEEK","Rinderbäckchen","APPLICABLE","Stark beanspruchtes, kollagenreiches Muskelfleisch aus der Rinderbacke; wird durch langes Schmoren zart.","GENERAL_BROAD","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »wird durch langes Schmoren zart«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen.","PLANNED","Rinderbäckchen ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Rinderbäckchen | Form: wird durch langes Schmoren zart | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"BEEF_GOULASH","Rindergulasch","APPLICABLE","Würfel oder grobe Stücke vom Rind für Schmorgerichte; gemeint ist der rohe Zuschnitt, nicht das fertige Gulasch.","GENERAL_LOCAL","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »gemeint ist der rohe Zuschnitt, nicht das fertige Gulasch«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Fleischkühlung oder Bedientheke«.","EASY","Rindergulasch: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.","OPTIONAL","Rindergulasch | Form: gemeint ist der rohe Zuschnitt, nicht das fertige Gulasch | Bornheim Fleischkühlung oder Bedientheke gewöhnlicher Handel",""
"BEEF_HEART","Rinderherz","APPLICABLE","Mageres, festes Muskelfleisch vom Rinderherz mit kräftigem Eigengeschmack; nicht mit Lebertextur gleichsetzen.","GENERAL_BROAD","Katalogpfad Rindfleisch → Innereien → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht mit Lebertextur gleichsetzen«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Rinderherz, kaum Kranzfett.","PLANNED","Rinderherz ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Rinderherz, kaum Kranzfett im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Rinderherz | Form: nicht mit Lebertextur gleichsetzen | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Rinderherz, kaum Kranzfett","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"BEEF_LIVER","Rinderleber","APPLICABLE","Rinderleber mit kräftigem, mineralischem Geschmack und weicher Textur; kurze Garung verhindert unnötige Trockenheit.","GENERAL_BROAD","Katalogpfad Rindfleisch → Innereien → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »kurze Garung verhindert unnötige Trockenheit«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Rinderleber in Scheiben.","PLANNED","Rinderleber ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Rinderleber in Scheiben im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Rinderleber | Form: kurze Garung verhindert unnötige Trockenheit | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Rinderleber in Scheiben","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"BEEF_MINCE","Rinderhack","APPLICABLE","Zerkleinertes Rindfleisch mit variablem Fettanteil; nicht gemischtes Hackfleisch.","GENERAL_LOCAL","Katalogpfad Rindfleisch → Hackfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht gemischtes Hackfleisch«. Regelweg in Bornheim über den lokalen Supermarktbereich »Fleischkühlung oder Bedientheke« in Bornheim.","EASY","Rinderhack: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.","OPTIONAL","Rinderhack | Form: nicht gemischtes Hackfleisch | Bornheim Fleischkühlung oder Bedientheke gewöhnlicher Handel",""
"BEEF_ROAST","Rinderbraten","APPLICABLE","Größeres Rindfleischstück zum Braten oder Schmoren; der konkrete Teilzuschnitt bleibt offen.","GENERAL_LOCAL","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »der konkrete Teilzuschnitt bleibt offen«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Fleischkühlung oder Bedientheke«.","EASY","Rinderbraten: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.","OPTIONAL","Rinderbraten | Form: der konkrete Teilzuschnitt bleibt offen | Bornheim Fleischkühlung oder Bedientheke gewöhnlicher Handel",""
"BEEF_ROULADE","Rinderroulade","APPLICABLE","Dünne große Rindfleischscheibe zum Füllen und Schmoren; gemeint ist der Zuschnitt, nicht eine festgelegte Füllung.","GENERAL_LOCAL","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »gemeint ist der Zuschnitt, nicht eine festgelegte Füllung«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Fleischkühlung oder Bedientheke«.","EASY","Rinderroulade: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.","OPTIONAL","Rinderroulade | Form: gemeint ist der Zuschnitt, nicht eine festgelegte Füllung | Bornheim Fleischkühlung oder Bedientheke gewöhnlicher Handel",""
"BEEF_RUMP","Rinderhüfte","APPLICABLE","Rinderhüfte als relativ magerer, kurzbrat- oder bratentauglicher Zuschnitt; nicht das stärker marmorierte Roastbeef.","GENERAL_BROAD","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht das stärker marmorierte Roastbeef«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Fleischkühlung oder Bedientheke«.","PLANNED","Rinderhüfte ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Fleischkühlung oder Bedientheke« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Rinderhüfte | Form: nicht das stärker marmorierte Roastbeef | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke",""
"BEEF_SHIN","Rinderbeinscheibe","APPLICABLE","Quergeschnittene Rinderhaxe mit Knochen und viel Kollagen; besonders für langsames Schmoren oder Brühen geeignet.","GENERAL_BROAD","Katalogpfad Rindfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »besonders für langsames Schmoren oder Brühen geeignet«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Beinscheibe vom Rind.","PLANNED","Rinderbeinscheibe ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Beinscheibe vom Rind im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Rinderbeinscheibe | Form: besonders für langsames Schmoren oder Brühen geeignet | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Beinscheibe vom Rind","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
