"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"BANANA_BLOSSOM","Bananenblüte","APPLICABLE","Essbare Bananenblüte mit faserigem Biss und mild herb-adstringierendem Geschmack; frisch oder schlicht konserviert für Salate, Suppen und Gemüsegerichte. Nicht Bananenfrucht oder bloß dekorative Blüte.","SPECIALTY_BROAD","Tobias prüft „Bananenblüte“ in Rostock über den Spezialhandel für frisches oder tiefgekühltes Gemüse, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand sowie einen gezielten Händlerbesuch ausweist.","SPECIALTY","Bananenblüte: Konservierte Ware ist bei vielen breit aufgestellten Asia-Händlern regulär erhältlich.","REQUIRED","Bananenblüte Essbare Bananenblüte mit faserigem Biss und mild herb-adstringierendem…; Tobias Rostock Gemüse frisch TK genaue Sorte; Blütengemüse; Spezialhandel für frisches oder tiefgekühltes Gemüse; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"
"BANANA_KETCHUP","Bananenketchup","APPLICABLE","Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt.","SPECIALTY_BROAD","Tobias prüft „Bananenketchup“ in Rostock über Asia Foodstore – UFC Banana Sauce und PinoyFood – UFC Banana Sauce Sweet & Spicy, wobei die Evidenz beim Abruf verfügbaren Bestand und Standardversand ausweist.","SPECIALTY","Bananenketchup: Rostocker Bezugsweg über Asia Foodstore – UFC Banana Sauce und PinoyFood – UFC Banana Sauce Sweet & Spicy; dokumentiert sind beim Abruf verfügbaren Bestand und Standardversand.","REQUIRED","Bananenketchup Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; PinoyFood – UFC Banana Sauce Sweet & Spicy | Asia Foodstore – UFC Banana Sauce; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|RATING_RECONCILED_V2"
"BANANA_LEAVES","Bananenblätter","APPLICABLE","Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen, Kochen und Grillen; frisch oder tiefgekühlt verwendbar. Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht.","SPECIALTY_BROAD","Tobias prüft „Bananenblätter“ in Rostock über Fachhändler für frische Kräuter, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Tiefkühlversand sowie einen gezielten Händlerbesuch ausweist.","SPECIALTY","Bananenblätter: Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich; lokale Zufallsfunde ändern die Marktklasse nicht.","REQUIRED","Bananenblätter Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen…; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Spezialhandel für frische Kräuter; mehrere unabhängige Fachhändler Marktbreite; die zugelassene Frisch- oder Tiefkühlform","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"
"BARBECUE_SAUCE","Barbecuesauce","APPLICABLE","Fertige kräftig gewürzte Sauce nach Barbecue-Art; Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren.","GENERAL_LOCAL","Für „Barbecuesauce“ wird das Angebot über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Barbecuesauce: gewöhnlicher lokaler Bezugsweg über den Bereich »Barbecuesauce«.","OPTIONAL","Barbecuesauce Fertige kräftig gewürzte Sauce nach Barbecue-Art; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"BARLEY","Gerste","APPLICABLE","Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Graupen sind eine stärker verarbeitete Form.","GENERAL_BROAD","Die Beschaffung von „Gerste“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.","PLANNED","Gerste: Die Beschaffung von „Gerste“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.","OPTIONAL","Gerste Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Tobias Rostock Getreide Stärke Teigware genaue Form; Getreide oder Pseudogetreide; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"BASIL","Basilikum","APPLICABLE","Frisches Basilikum mit süßlich-pfeffrigem Aroma; Thai-Basilikum bleibt als eigenständige Ausprägung getrennt.","GENERAL_LOCAL","Tobias prüft „Basilikum“ in Rostock über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Basilikum: Rostocker Bezugsweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Basilikum Frisches Basilikum mit süßlich-pfeffrigem Aroma; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"BASMATI_RICE","Basmatireis","APPLICABLE","Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; weiß oder als Vollkornvariante verwendbar.","GENERAL_LOCAL","Tobias prüft „Basmatireis“ in Rostock über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Basmatireis: Rostocker Bezugsweg über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Basmatireis Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; Tobias Rostock Getreide Stärke Teigware genaue Form; Reis; Das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die geforderte ganze oder körnige Form","TOBIAS_ROSTOCK_PROFILE"
"BAY_LEAF","Lorbeerblatt","APPLICABLE","Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen, Saucen und Schmorgerichte; vor dem Servieren üblicherweise entfernen.","GENERAL_LOCAL","Für „Lorbeerblatt“ führt der Rostocker Marktweg über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Lorbeerblatt: Rostocker Bezugsweg über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Lorbeerblatt Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Kräuter und Würzblätter; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die zugelassene getrocknete oder frische Blattform","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"BEAN_SPROUTS","Mungbohnensprossen","APPLICABLE","Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; nicht mit Keimlingen der Sojabohne gleichsetzen.","GENERAL_BROAD","Für „Mungbohnensprossen“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler.","PLANNED","Mungbohnensprossen: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler.","OPTIONAL","Mungbohnensprossen Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; Tobias Rostock Gemüse frisch TK genaue Sorte; Sprossen; gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"BEANS","Bohnen","APPLICABLE","Offene Vorgabe für trockene oder vorgegarte Bohnenkerne; frische grüne Bohnen und andere Schotengemüse sind nicht gemeint.","GENERAL_LOCAL","Bohnen: im Hülsenfrucht-, Trocken- und Konservenregal großer Rostocker Supermärkte sind trockene oder vorgegarte Bohnenkerne regulär geführt; frische grüne Schoten zählen ausdrücklich nicht.","EASY","Bohnen: im Hülsenfrucht-, Trocken- und Konservenregal großer Rostocker Supermärkte sind trockene oder vorgegarte Bohnenkerne regulär geführt; frische grüne Schoten zählen ausdrücklich nicht.","OPTIONAL","Bohnen Offene Vorgabe für trockene oder vorgegarte Bohnenkerne; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Hülsenfrüchte; Das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"BEEF","Rindfleisch","APPLICABLE","Offene Vorgabe für Rindfleisch; Zuschnitt, Fettanteil und geeignete Garmethode werden bewusst nicht festgelegt.","GENERAL_LOCAL","Für „Rindfleisch“ führt der Rostocker Marktweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Rindfleisch: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","OPTIONAL","Rindfleisch Offene Vorgabe für Rindfleisch; Zuschnitt, Fettanteil und geeignete Garmethode…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Fleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; den festgelegten Zuschnitt","TOBIAS_ROSTOCK_PROFILE"
"BEEF_BRISKET","Rinderbrust","APPLICABLE","Bindegewebsreiche Rinderbrust, besonders für langsames Schmoren, Kochen oder Barbecue geeignet.","GENERAL_BROAD","Tobias prüft „Rinderbrust“ in Rostock über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.","PLANNED","Rinderbrust: Rostocker Bezugsweg über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.","OPTIONAL","Rinderbrust Bindegewebsreiche Rinderbrust, besonders für langsames Schmoren, Kochen oder…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand; gezielter Einkauf Deutschland Wochenvorlauf; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"BEEF_CHEEK","Rinderbäckchen","APPLICABLE","Stark beanspruchtes, kollagenreiches Muskelfleisch aus der Rinderbacke; wird durch langes Schmoren zart.","GENERAL_BROAD","Tobias prüft „Rinderbäckchen“ in Rostock über MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen, wobei die Evidenz beim Abruf verfügbaren Bestand und Kühlversand ausweist.","PLANNED","Rinderbäckchen: Rostocker Bezugsweg über MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.","REQUIRED","Rinderbäckchen Stark beanspruchtes, kollagenreiches Muskelfleisch aus der Rinderbacke; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen; gezielter Einkauf Deutschland Wochenvorlauf; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"BEEF_GOULASH","Rindergulasch","APPLICABLE","Würfel oder grobe Stücke vom Rind für Schmorgerichte; gemeint ist der rohe Zuschnitt, nicht das fertige Gulasch.","GENERAL_LOCAL","Die Beschaffung von „Rindergulasch“ erfolgt in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Rindergulasch: gewöhnlicher lokaler Bezugsweg über den Bereich »Rindergulasch«.","OPTIONAL","Rindergulasch Würfel oder grobe Stücke vom Rind für Schmorgerichte; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; den festgelegten Zuschnitt","TOBIAS_ROSTOCK_PROFILE"
"BEEF_HEART","Rinderherz","APPLICABLE","Mageres, festes Muskelfleisch vom Rinderherz mit kräftigem Eigengeschmack; nicht mit Lebertextur gleichsetzen.","GENERAL_BROAD","Tobias prüft „Rinderherz“ in Rostock über MeinMetzger – Rinderherz, kaum Kranzfett, wobei die Evidenz beim Abruf verfügbaren Bestand und Kühlversand ausweist.","PLANNED","Rinderherz: Rostocker Bezugsweg über MeinMetzger – Rinderherz, kaum Kranzfett; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.","REQUIRED","Rinderherz Mageres, festes Muskelfleisch vom Rinderherz mit kräftigem Eigengeschmack; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch / Innereien; MeinMetzger – Rinderherz, kaum Kranzfett; gezielter Einkauf Deutschland Wochenvorlauf; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"BEEF_LIVER","Rinderleber","APPLICABLE","Rinderleber mit kräftigem, mineralischem Geschmack und weicher Textur; kurze Garung verhindert unnötige Trockenheit.","GENERAL_BROAD","Tobias prüft „Rinderleber“ in Rostock über MeinMetzger – Rinderleber in Scheiben, wobei die Evidenz beim Abruf verfügbaren Bestand und Kühlversand ausweist.","PLANNED","Rinderleber: Rostocker Bezugsweg über MeinMetzger – Rinderleber in Scheiben; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.","REQUIRED","Rinderleber Rinderleber mit kräftigem, mineralischem Geschmack und weicher Textur; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch / Innereien; MeinMetzger – Rinderleber in Scheiben; gezielter Einkauf Deutschland Wochenvorlauf; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"BEEF_MINCE","Rinderhack","APPLICABLE","Zerkleinertes Rindfleisch mit variablem Fettanteil; nicht gemischtes Hackfleisch.","GENERAL_LOCAL","Beim Einkauf von „Rinderhack“ nutzt Tobias die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Rinderhack: gewöhnlicher lokaler Bezugsweg über den Bereich »Rinderhack«.","OPTIONAL","Rinderhack Zerkleinertes Rindfleisch mit variablem Fettanteil; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch / Hackfleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"BEEF_ROAST","Rinderbraten","APPLICABLE","Größeres Rindfleischstück zum Braten oder Schmoren; der konkrete Teilzuschnitt bleibt offen.","GENERAL_LOCAL","Für „Rinderbraten“ wird das Angebot über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Rinderbraten: gewöhnlicher lokaler Bezugsweg über den Bereich »Rinderbraten«.","OPTIONAL","Rinderbraten Größeres Rindfleischstück zum Braten oder Schmoren; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE|RATING_RECONCILED_V2"
"BEEF_ROULADE","Rinderroulade","APPLICABLE","Dünne große Rindfleischscheibe zum Füllen und Schmoren; gemeint ist der Zuschnitt, nicht eine festgelegte Füllung.","GENERAL_LOCAL","Der konkrete Bezug von „Rinderroulade“ läuft über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Rinderroulade: gewöhnlicher lokaler Bezugsweg über den Bereich »Rinderroulade«.","OPTIONAL","Rinderroulade Dünne große Rindfleischscheibe zum Füllen und Schmoren; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; den festgelegten Zuschnitt","TOBIAS_ROSTOCK_PROFILE"
"BEEF_RUMP","Rinderhüfte","APPLICABLE","Rinderhüfte als relativ magerer, kurzbrat- oder bratentauglicher Zuschnitt; nicht das stärker marmorierte Roastbeef.","GENERAL_BROAD","Für „Rinderhüfte“ führt der Rostocker Marktweg über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.","PLANNED","Rinderhüfte: Rostocker Bezugsweg über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.","OPTIONAL","Rinderhüfte Rinderhüfte als relativ magerer, kurzbrat- oder bratentauglicher Zuschnitt; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand; gezielter Einkauf Deutschland Wochenvorlauf; den festgelegten Zuschnitt","TOBIAS_ROSTOCK_PROFILE"
"BEEF_SHIN","Rinderbeinscheibe","APPLICABLE","Quergeschnittene Rinderhaxe mit Knochen und viel Kollagen; besonders für langsames Schmoren oder Brühen geeignet.","GENERAL_BROAD","Tobias prüft „Rinderbeinscheibe“ in Rostock über MeinMetzger – Beinscheibe vom Rind, wobei die Evidenz beim Abruf verfügbaren Bestand und Kühlversand ausweist.","PLANNED","Rinderbeinscheibe: Rostocker Bezugsweg über MeinMetzger – Beinscheibe vom Rind; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.","OPTIONAL","Rinderbeinscheibe Quergeschnittene Rinderhaxe mit Knochen und viel Kollagen; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Rindfleisch; MeinMetzger – Beinscheibe vom Rind; gezielter Einkauf Deutschland Wochenvorlauf; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"BEEF_SHORT_RIBS","Rinderrippen","APPLICABLE","Fleischige kurze Rinderrippen mit Fett und Bindegewebe; für langsames Garen oder Barbecue geeignet.","GENERAL_BROAD","Rinderrippen: REWE listet Short Ribs ausdrücklich als gekühlten Artikel der Fleisch-Servicetheke; Tobias kann den Rostocker Standortbestand dieses konkreten Rindercuts vorab prüfen.","PLANNED","Rinderrippen: REWE listet Short Ribs ausdrücklich als gekühlten Artikel der Fleisch-Servicetheke; Tobias kann den Rostocker Standortbestand dieses konkreten Rindercuts vorab prüfen.","OPTIONAL","REWE Short Ribs | Rinderrippen gekühlt Servicetheke | Rostock Standort Bestand","TOBIAS_ROSTOCK_PROFILE"
