"concept_code"	"display_name"	"review_applicability"	"previous_availability_georgia"	"proposed_availability_georgia"	"changed_georgia"	"previous_availability_tobias"	"proposed_availability_tobias"	"changed_tobias"	"person_difference"	"comparison_flags"
"SPAGHETTI"	"Spaghetti"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPAGHETTI_SQUASH"	"Spaghettikürbis"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"SPECULAAS_SPICE"	"Spekulatiusgewürz"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"SPECULOOS"	"Spekulatius"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPELT"	"Dinkel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPICE_BLENDS"	"Gewürzmischung"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPICES"	"Gewürz oder trockenes Würzmittel"	"NOT_APPLICABLE_STRUCTURE"	""	""	"NOT_APPLICABLE"	""	""	"NOT_APPLICABLE"	"NOT_APPLICABLE"	"STRUCTURE_NODE"
"SPINACH"	"Spinat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPLIT_PEAS"	"Spalterbsen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPRING_ONION"	"Frühlingszwiebel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SPROUTS"	"Sprossen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SQUID"	"Tintenfisch"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"SRIRACHA"	"Sriracha"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STAR_ANISE"	"Sternanis"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STARCH_BINDERS"	"Stärke oder Bindemittel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STARCHES"	"stärkehaltige Zutat oder Sättigungsbeilage"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STARFRUIT"	"Sternfrucht oder Karambole"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"STEM_VEGETABLES"	"Stängelgemüse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STICKY_RICE"	"Klebreis"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"STINKY_TOFU"	"Stinky Tofu"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"STOCKFISH"	"Stockfisch"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"STOCKS"	"Brühe oder Fond"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STONE_FRUIT"	"Steinobst"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STRAWBERRY"	"Erdbeere"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"STROOPWAFEL"	"Stroopwafel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"EASY"	"YES"	"NO"	""
"SUGAR_SNAP_PEAS"	"Zuckerschoten"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SUGARCANE_VINEGAR"	"Zuckerrohressig"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"SUMAC"	"Sumach"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"PLANNED"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"SUN_DRIED_TOMATO"	"getrocknete Tomaten"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SUNFLOWER_SEEDS"	"Sonnenblumenkerne"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SURIMI"	"Surimi"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SUSHI_RICE"	"Sushireis"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"SWEET_PAPRIKA_POWDER"	"Paprikapulver edelsüß"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SWEET_POTATO"	"Süßkartoffel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SWEETENERS"	"Süßungsmittel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"SWORDFISH"	"Schwertfisch"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"SYRUP"	"Sirup"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TABLEA"	"Tablea oder Tableya"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"TAHINI"	"Tahini"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TAI_PLA"	"Tai Pla"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"TAMARI"	"Tamari"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"EASY"	"YES"	"NO"	""
"TAMARIND"	"Tamarinde"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"TAPENADE"	"Tapenade"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"TAPIOCA_STARCH"	"Tapiokastärke"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"TARO"	"Taro"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"TARRAGON"	"Estragon"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TEA"	"Tee"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TEMPEH"	"Tempeh"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TERIYAKI_SAUCE"	"Teriyakisauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"THAI_BASIL"	"Thai-Basilikum"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"THAI_EGGPLANT"	"Thai-Aubergine"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"THAI_GREEN_CURRY_PASTE"	"grüne Thai-Currypaste"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"THAI_RED_CURRY_PASTE"	"rote Thai-Currypaste"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"THAI_YELLOW_CURRY_PASTE"	"gelbe Thai-Currypaste"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"THYME"	"Thymian"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TOFU"	"Tofu"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TOMATILLO"	"Tomatillo"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"TOMATO"	"Tomate"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TOMATO_PASSATA"	"passierte Tomaten"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TOMATO_PASTE"	"Tomatenmark"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TOMATO_PRODUCTS"	"Tomatenprodukt"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TOMATO_SAUCE"	"einfache Tomatensauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TORTILLA"	"Tortilla"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TRIPE"	"Kutteln"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"TROPICAL_FRUIT"	"Tropenfrucht"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TROUT"	"Forelle"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TROUT_ROE"	"Forellenrogen"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"TRUFFLE"	"Trüffel"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"TUNA"	"Thunfisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TURKEY"	"Pute"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TURKEY_BREAST"	"Putenbrust"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TURKEY_MINCE"	"Putenhack"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"TURMERIC"	"Kurkuma"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TURNIP"	"Speiserübe"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"TURRON"	"Turrón"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"TVP"	"Sojagranulat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"TWAROG"	"Twaróg"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"EASY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"UBE"	"Ube"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"DIFFICULT"	"NO"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"UDON"	"Udon"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"VANILLA"	"Vanille"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"VEAL"	"Kalbfleisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"VEAL_CHEEK"	"Kalbsbäckchen"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"VEAL_CHOP"	"Kalbskotelett"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VEAL_CUTLET"	"Kalbsschnitzel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VEAL_GOULASH"	"Kalbsgulasch"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VEAL_LIVER"	"Kalbsleber"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"VEAL_MINCE"	"Kalbshackfleisch"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"VEAL_ROAST"	"Kalbsbraten"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VEAL_SHANK"	"Kalbshaxe"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"VEAL_STEAK"	"Kalbssteak"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VEAL_STRIPS"	"Kalbsgeschnetzeltes"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VEAL_SWEETBREAD"	"Kalbsbries"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"VEGETABLE_STOCK"	"Gemüsebrühe"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"VEGETABLES"	"Gemüse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"VENISON"	"Hirschfleisch"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"VIETNAMESE_CORIANDER"	"vietnamesischer Koriander"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"VIETNAMESE_SOYBEAN_PASTE"	"Tương oder vietnamesische Sojabohnenpaste"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"VINEGAR"	"Essig"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WAFFLES"	"Waffel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WAKAME"	"Wakame"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WALNUT"	"Walnüsse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WATER_CHESTNUT"	"Wasserkastanien"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"WATER_SPINACH"	"Wasserspinat oder Kangkong"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"WATERCRESS"	"Brunnenkresse"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"WATERMELON"	"Wassermelone"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHEAT_FLOUR"	"Weizenmehl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHEAT_NOODLES"	"Weizennudeln"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHEAT_PASTA"	"Weizenpasta"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_ASPARAGUS"	"weißer Spargel"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"WHITE_BEANS"	"weiße Bohnen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_CABBAGE"	"Weißkohl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_CHAMPIGNON"	"weiße Champignons"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_CHOCOLATE"	"weiße Schokolade"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_FISH"	"weißfleischiger Fisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_PEPPER"	"weißer Pfeffer"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_SAUSAGE"	"Weißwurst"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"WHITE_SUGAR"	"Zucker"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_TEA"	"weißer Tee"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_VINEGAR"	"Branntweinessig"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_WINE"	"Weißwein"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHITE_WINE_VINEGAR"	"Weißweinessig"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WHOLEGRAIN_MUSTARD"	"körniger Senf"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"WILD_BOAR"	"Wildschwein"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"WILD_RICE"	"Wildreis"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"WONTON_WRAPPERS"	"Wonton-Teigblätter"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"WOOD_EAR"	"Mu-Err-Pilze"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"WORCESTERSHIRE_SAUCE"	"Worcestersauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"XO_SAUCE"	"XO-Sauce"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"YAM"	"Yamswurzel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"YEAST_EXTRACT"	"Hefeextrakt"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"YELLOW_BELL_PEPPER"	"gelbe Paprika"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"YELLOW_LENTILS"	"gelbe Linsen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"YELLOW_SPLIT_PEAS"	"gelbe Schälerbsen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"YOGURT"	"Joghurt"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"YUZU"	"Yuzu"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"ZAATAR"	"Za’atar"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"PLANNED"	"NO"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"ZUCCHINI"	"Zucchini"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
