concept_code,display_name,active,random_draw_enabled,challenge_specificity,current_cooking_novelty,current_availability_georgia,current_availability_tobias,current_base_draw_weight,direct_parent_codes,direct_child_codes,curator_note,proposed_review_applicability,proposed_cooking_novelty,proposed_availability_georgia,proposed_availability_tobias,proposed_base_draw_weight_review,review_rationale,evidence,approval_status
BLUE_CHEESE,Blauschimmelkäse,true,true,SPECIFIC,2,EASY,EASY,0.4500,CHEESE,DANABLU|ROQUEFORT,Offene Käsefamilie mit Blauschimmelkulturen und ausgeprägt würzigem Aroma; Milchart und Reifegrad bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BOMBA_RICE,Bomba-Reis,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5000,RICE,,Spanische Rundkorn-Reissorte Bomba mit hoher Flüssigkeits- und Geschmacksaufnahme; nicht Synonym für beliebigen Paella-Reis und nicht synonym mit der Herkunftsbezeichnung Calasparra.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BONE_MARROW,Knochenmark,true,true,SPECIFIC,5,PLANNED,DIFFICULT,0.2500,BEEF|OFFAL,,"Fettreiches Mark aus großen Rinderknochen; zum Rösten, Auslassen oder Aromatisieren von Saucen und Brühen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BONITO_FLAKES,Bonitoflocken,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,DRIED_FISH,,Dünn gehobelte Flocken aus getrocknetem und meist geräuchertem Bonito nach Katsuobushi-Art; stark umamireich.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRANDY,Brandy oder Weinbrand,true,true,OPEN,2,EASY,EASY,0.3000,COOKING_ALCOHOL,COGNAC,Offene Weinbrandfamilie; geschützte beziehungsweise kulinarisch eigenständige Ausprägungen wie Cognac können separat konkretisiert werden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRATWURST,Bratwurst,true,true,SPECIFIC,1,EASY,EASY,0.7500,PORK|SAUSAGE,,"Zum Braten oder Grillen bestimmte Wurst; Fleischmischung, Körnung und regionale Würzung bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRAZIL_NUT,Paranüsse,true,true,SPECIFIC,2,EASY,EASY,0.4500,NUTS,,"Große, fettreiche Paranusskerne mit cremigem Biss; ganz, gehackt oder gemahlen verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BREAD,Brot oder Fladenbrot,true,true,OPEN,1,EASY,EASY,0.5500,BAKED_GOODS|STARCHES,BAGUETTE|CRISPBREAD|FLATBREAD|PRETZEL|RYE_BREAD|SOURDOUGH_BREAD|TORTILLA,"Offene Vorgabe für gebackenes Brot oder Fladenbrot; Getreide, Triebmittel, Form und Krustenanteil bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BREADCRUMBS,Semmelbrösel,true,true,SPECIFIC,1,EASY,EASY,0.6000,STARCHES,PANKO,"Trockene gemahlene Brot- oder Brötchenkrume zum Panieren, Binden oder Bestreuen; Panko ist eine eigene Ausprägung.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BREAD_DUMPLING,Semmelknödel,true,true,SPECIFIC,1,EASY,EASY,0.6500,STARCHES,,"Gekochter oder gedämpfter böhmisch-mitteleuropäischer Brot-/Semmelknödel als fertige Beilage; nicht Dumpling-Teig, Teighülle oder gefüllter Dumpling.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRIE,Brie,true,true,SPECIFIC,1,EASY,EASY,0.7000,CHEESE,,"Weichkäse der Brie-Familie mit charakteristischer Weißschimmelrinde; umfasst handelsüblichen Brie-Stil und bekannte französische Ausprägungen, ohne auf Brie de Meaux oder Brie de Melun beschränkt zu sein. Nicht Camembert.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BROAD_BEANS,Dicke Bohnen,true,true,SPECIFIC,2,EASY,PLANNED,0.6500,BEANS|POD_VEGETABLES,,"Dicke Bohnen beziehungsweise Ackerbohnen; frisch, tiefgekühlt oder getrocknet verwendbar und nicht mit grünen Bohnen gleichzusetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BROCCOLI,Brokkoli,true,true,SPECIFIC,1,EASY,EASY,1.0000,CABBAGE_VEGETABLES|FLOWER_VEGETABLES,,Grünes Kohlgemüse mit essbaren Blütenknospen und Stielen; nicht mit Romanesco oder Blumenkohl gleichsetzen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BROKEN_RICE,Bruchreis,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5500,RICE,,"Reiskörner, die bei Ernte oder Verarbeitung gebrochen wurden und dadurch kleiner sowie schneller garend sind. Gemeint ist das Kornprodukt, nicht ein fertig belegtes Cơm-tấm-Gericht.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BROWN_CHAMPIGNON,braune Champignons,true,true,SPECIFIC,1,EASY,EASY,0.9000,CHAMPIGNON,,Frische braune Zuchtchampignons mit etwas kräftigerem Aroma als weiße Champignons.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BROWN_RICE,Vollkornreis,true,true,SPECIFIC,1,EASY,EASY,0.7000,RICE,,Reis mit erhaltenen Randschichten und dadurch nussigerem Geschmack sowie festerem Biss; Sorte bleibt offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BROWN_SUGAR,brauner Zucker,true,false,SPECIFIC,1,EASY,EASY,0.4500,SWEETENERS,,Brauner Zucker mit Melasseanteil beziehungsweise karamelligem Aroma; feucht oder trocken verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRUNOST,Brunost,true,true,SPECIFIC,4,DIFFICULT,DIFFICULT,0.3500,CHEESE,,"Norwegisches braunes Molkeprodukt mit charakteristisch süßlich-karamelligem Geschmack, der durch starkes Einkochen von Molke und Milchbestandteilen entsteht. Kuh- und Ziegenmilchanteile können je nach Variante variieren. Nicht mit gewöhnlichem Ziegenkäse oder Karamellaufstrich gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRUSSELS_SPROUTS,Rosenkohl,true,true,SPECIFIC,1,EASY,EASY,0.8000,CABBAGE_VEGETABLES,,Kleine feste Blattachselknospen des Kohls mit herb-nussigem Geschmack; frisch oder tiefgekühlt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BRUSSELS_WAFFLE,Brüsseler Waffel,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4000,CONFECTIONERY|WAFFLES,,"Große rechteckige belgische Waffel nach Brüsseler Art, außen knusprig und innen luftig. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge. Nicht mit der kompakteren Lütticher Zuckerwaffel gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BUCKWHEAT,Buchweizen,true,true,SPECIFIC,2,EASY,EASY,0.6000,GRAINS,BUCKWHEAT_FLOUR,"Glutenfreies Pseudogetreide mit kräftig-nussigem Geschmack; gemeint sind ganze Körner oder Grütze, nicht Mehl.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BUCKWHEAT_FLOUR,Buchweizenmehl,true,true,SPECIFIC,2,EASY,EASY,0.5500,BUCKWHEAT|FLOUR,,Mehl aus Buchweizen; nicht Weizenmehl mit Buchweizenanteil und nicht ganzes Buchweizenkorn.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BULGUR,Bulgur,true,true,SPECIFIC,1,EASY,EASY,0.7000,GRAINS,,"Vorgegarter, getrockneter und gebrochener Hartweizen mit nussigem Biss; Körnung kann variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BUTTER,Butter,true,false,SPECIFIC,1,EASY,EASY,0.7500,COOKING_FATS|DAIRY_PRODUCTS,GARLIC_BUTTER|HERB_BUTTER,"Streich- und Kochfett aus Milchrahm; gesalzene, ungesalzene und mildgesäuerte Butter sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BUTTERMILK,Buttermilch,true,true,SPECIFIC,1,EASY,EASY,0.6500,CULTURED_DAIRY,,Fettarmes säuerliches Milchprodukt aus der Butterherstellung beziehungsweise entsprechender Kultivierung; nicht Kefir.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BUTTERNUT_SQUASH,Butternut-Kürbis,true,true,SPECIFIC,1,EASY,EASY,0.8000,PUMPKIN,,"Birnenförmiger Moschuskürbis mit dichtem, süßlich-nussigem Fruchtfleisch und kleiner Samenhöhle.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
BUTTER_BEANS,Limabohnen,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,BEANS,,"Große helle Limabohnen mit weicher, cremiger Textur; getrocknet oder vorgegart verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CABBAGE_VEGETABLES,Kohlgemüse,true,true,OPEN,1,EASY,EASY,0.8000,VEGETABLES,BROCCOLI|BRUSSELS_SPROUTS|CAULIFLOWER|KALE|KOHLRABI|NAPA_CABBAGE|PAK_CHOI|POINTED_CABBAGE|RED_CABBAGE|ROMANESCO|SAVOY_CABBAGE|WHITE_CABBAGE,"Offene Vorgabe für Blatt-, Kopf-, Knospen- und Blütenformen der Kohlgemüsefamilie.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CALAMANSI,Calamansi,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,CITRUS_FRUIT|TROPICAL_FRUIT,,"Kleine südostasiatische Zitrusfrucht mit aromatischem, deutlich saurem Saft; frisch oder als ungesüßter Saft verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CALVADOS,Calvados,true,true,SPECIFIC,3,PLANNED,PLANNED,0.2500,COOKING_ALCOHOL,,"Französischer Apfel- beziehungsweise Apfel-Birnen-Brand nach Calvados-Art; nicht Cider, Apfellikör oder generischer Obstbrand.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CAMEMBERT,Camembert,true,true,SPECIFIC,1,EASY,EASY,0.6500,CHEESE,,"Weicher Kuhmilchkäse mit Weißschimmelrinde und cremiger bis reifer, kräftiger Textur; nicht Brie.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CANNED_CHAMPIGNONS,Dosenchampignons,true,true,SPECIFIC,1,EASY,EASY,0.7000,CHAMPIGNONS|PRESERVED_PRODUCE,,Gegarte Champignons aus Dose oder Glas in schlichter Lake; nicht eingelegte oder frische Champignons.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CANNED_SARDINES,Sardinen aus der Dose,true,true,SPECIFIC,2,EASY,EASY,0.5500,PRESERVED_FISH|SARDINES,,"Gegarte Sardinen als Konserve in Öl, Wasser oder einfacher Sauce; Flüssigkeit und Würzung können variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CANNED_TOMATOES,Dosentomaten,true,true,SPECIFIC,1,EASY,EASY,0.8000,TOMATO|TOMATO_PRODUCTS,,Geschälte oder stückige Tomaten als unkonzentrierte Konserve; nicht passierte Tomaten oder Tomatenmark.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CANNED_TUNA,Thunfisch aus der Dose,true,true,SPECIFIC,1,EASY,EASY,0.7500,PRESERVED_FISH|TUNA,,Gegarter Thunfisch als Konserve in Öl oder eigenem Saft; nicht frisches Thunfischsteak.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CANNELLINI_BEANS,Cannellini-Bohnen,true,true,SPECIFIC,1,EASY,EASY,0.7500,BEANS,,Mittelgroße weiße Bohnen italienischer Art mit mildem Geschmack und cremiger Textur.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CANTALOUPE,Cantaloupe-Melone,true,true,SPECIFIC,2,EASY,PLANNED,0.5500,MELONS,,"Orangefleischige, aromatisch süße Melone mit typischer netzartiger oder gerippter Schale.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CAPERS,Kapern,true,true,SPECIFIC,2,EASY,EASY,0.5500,PRESERVED_PRODUCE,,"Eingelegte Blütenknospen des Kapernstrauchs mit salzig-säuerlichem, pikantem Geschmack; nicht Kapernäpfel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CARAWAY,Kümmel,true,true,SPECIFIC,1,EASY,EASY,0.5000,SPICES,,"Echter Kümmel mit warmem, anisartigem Aroma; nicht Kreuzkümmel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CARDAMOM,Kardamom,true,true,SPECIFIC,2,EASY,EASY,0.5000,SPICES,BLACK_CARDAMOM,"Aromatische Kardamomkapseln oder -samen; ohne weitere Konkretisierung ist grüner Kardamom gemeint. Schwarzer Kardamom besitzt ein deutlich herberes, häufig rauchiges Profil.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CARP,Karpfen,true,true,SPECIFIC,3,PLANNED,DIFFICULT,0.3500,FISH,,Karpfen als frischer oder tiefgekühlter Süßwasserfisch; Zuschnitt und Zubereitungsform bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CARROT,Karotte,true,true,SPECIFIC,1,EASY,EASY,1.0000,ROOT_VEGETABLES,,Karotte als süßlich-erdiges Wurzelgemüse; Farbe und Größe bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CASHEW,Cashewkerne,true,true,SPECIFIC,1,EASY,EASY,0.6500,NUTS,CASHEW_BUTTER,"Cremig-milde Cashewkerne; roh, geröstet oder ungesalzen verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CASHEW_BUTTER,Cashewmus,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,CASHEW|NUT_AND_SEED_PASTES,,Fein vermahlene Cashewpaste mit cremiger Textur; ungesüßte und leicht gesüßte Varianten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CASSAVA,Maniok,true,true,SPECIFIC,3,PLANNED,PLANNED,0.5500,ROOT_VEGETABLES|STARCHES,,"Stärkereiche Maniokwurzel, die nur geschält und ausreichend gegart verwendet wird; nicht Tapiokastärke.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CATFISH,Wels,true,true,SPECIFIC,3,PLANNED,PLANNED,0.5500,WHITE_FISH,,Wels als festfleischiger Süßwasserfisch; Art und Zuschnitt bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CAULIFLOWER,Blumenkohl,true,true,SPECIFIC,1,EASY,EASY,1.0000,CABBAGE_VEGETABLES|FLOWER_VEGETABLES,,"Kohlgemüse mit dichtem, hellem Blütenstand; Blätter und Strunk können kulinarisch mitverwendet werden.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CAVA,Cava,true,true,SPECIFIC,2,EASY,EASY,0.2500,COOKING_ALCOHOL,,"Schaumwein der geschützten Ursprungsbezeichnung Cava, überwiegend in Spanien nach traditioneller Flaschengärung erzeugt; Süßegrad und Reife können variieren. Nicht generischer Schaumwein, Champagner oder Prosecco.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CAYENNE_PEPPER,Cayennepfeffer,true,true,SPECIFIC,1,EASY,EASY,0.6000,CHILI_POWDER,,Fein gemahlenes scharfes Chilipulver nach Cayenne-Art; trotz des Namens kein echter Pfeffer.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CELERIAC,Knollensellerie,true,true,SPECIFIC,1,EASY,EASY,0.8000,ROOT_VEGETABLES,,"Knollensellerie mit festem, intensiv sellerieartigem Fleisch; nicht Staudensellerie.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CELERY_STALK,Staudensellerie,true,true,SPECIFIC,1,EASY,EASY,0.8500,STEM_VEGETABLES,,Staudensellerie mit knackigen Blattstielen und frischem Selleriearoma; nicht Knollensellerie.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHAMPIGNON,frische Champignons,true,true,OPEN,1,EASY,EASY,0.7500,CHAMPIGNONS,BROWN_CHAMPIGNON|WHITE_CHAMPIGNON,Frischer Zuchtchampignon ohne Festlegung auf die weiße oder braune Form; konservierte Champignons und andere Speisepilze sind nicht gemeint.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHAMPIGNONS,Champignons,true,true,OPEN,1,EASY,EASY,0.7000,MUSHROOMS,CANNED_CHAMPIGNONS|CHAMPIGNON,Offene Champignonfamilie einschließlich frischer und konservierter Produktformen; nicht sämtliche Speisepilze.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHANTERELLE,Pfifferlinge,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,MUSHROOMS,,"Pfifferlinge mit festem Biss und pfeffrig-fruchtigem Waldpilzaroma; frisch, tiefgekühlt oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHARD,Mangold,true,true,SPECIFIC,1,EASY,EASY,0.7500,LEAFY_GREENS,,Mangold mit fleischigen Stielen und großen Blättern; beide Teile sind essbar und benötigen oft unterschiedliche Garzeiten.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHEDDAR,Cheddar,true,true,SPECIFIC,1,EASY,EASY,0.7500,CHEESE,,Fester bis halbfester Kuhmilchkäse nach Cheddar-Art; Reifegrad reicht von mild-cremig bis kräftig-würzig.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHEESE,Käse,true,true,OPEN,1,EASY,EASY,0.6500,CULTURED_DAIRY,BLUE_CHEESE|BRIE|BRUNOST|CAMEMBERT|CHEDDAR|CREAM_CHEESE|DANBO|EDAM|FETA|GOAT_CHEESE|GOUDA|GRUYERE|HALLOUMI|HARZER_CHEESE|HERVE_CHEESE|MANCHEGO|MASCARPONE|MOZZARELLA|OLOMOUC_TVARUZKY|PANEER|PARMESAN|PECORINO|RICOTTA,"Offene Vorgabe für Käse; Milchart, Textur, Reife und Intensität bleiben als echte Auswahlentscheidung offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHERRY,Kirsche,true,true,SPECIFIC,1,EASY,EASY,0.6500,STONE_FRUIT,SOUR_CHERRY,Süßkirsche als frische oder ungesüßt tiefgekühlte Steinfrucht; Sauerkirsche bleibt getrennt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHERRY_TOMATO,Kirschtomaten,true,true,SPECIFIC,1,EASY,EASY,0.9000,TOMATO,,Kleine süße Tomaten mit hohem Schalenanteil; Farbe und konkrete Sorte bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHERVIL,Kerbel,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3500,FRESH_HERBS,,Frischer Kerbel als fein-aromatisches Küchenkraut. Nicht Kerbelwurzel und nicht getrocknete Kräutermischung.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHESTNUT,Esskastanien,true,true,SPECIFIC,2,PLANNED,PLANNED,0.5500,NUTS|STARCHES,,"Stärkereiche Esskastanien mit süßlich-nussigem Geschmack; gegart, vakuumiert oder als ungesüßtes Püree verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHIA_SEEDS,Chiasamen,true,true,SPECIFIC,2,EASY,EASY,0.5000,SEEDS,,"Kleine quellfähige Samen, die Flüssigkeit gelartig binden; hell oder dunkel verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN,Hähnchen,true,true,SPECIFIC,1,EASY,EASY,1.0000,POULTRY,CHICKEN_BREAST|CHICKEN_DRUMSTICKS|CHICKEN_FEET|CHICKEN_LIVER|CHICKEN_THIGH|CHICKEN_WINGS,Hähnchenfleisch ohne Festlegung auf einen Zuschnitt; ganzes Tier und unterschiedliche Teilstücke sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_BREAST,Hähnchenbrust,true,true,SPECIFIC,1,EASY,EASY,0.9500,CHICKEN,,Mageres helles Brustfleisch vom Hähnchen; mit oder ohne Haut und Knochen verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_DRUMSTICKS,Hähnchenunterkeulen,true,true,SPECIFIC,1,EASY,EASY,0.9000,CHICKEN,,Unterer Teil der Hähnchenkeule mit Knochen und dunklem Fleisch; nicht die vollständige Keule.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_FEET,Hühnerfüße,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3500,CHICKEN|OFFAL,,"Küchenfertig gereinigte Hühnerfüße mit hohem Haut-, Sehnen- und Knorpelanteil; frisch oder tiefgekühlt verwendbar. Nicht bereits marinierte, eingelegte oder vollständig zubereitete Snackprodukte.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_LIVER,Hähnchenleber,true,true,SPECIFIC,3,EASY,PLANNED,0.4500,CHICKEN|OFFAL,,"Kleine zarte Geflügelleber mit kräftigem, aber milderem Aroma als Rinderleber.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_STOCK,Hühnerbrühe,true,true,SPECIFIC,1,EASY,EASY,0.5500,STOCKS,,Brühe oder Fond auf Hühnerbasis; selbst gekocht oder als schlichtes Fertigprodukt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_THIGH,Hähnchenschenkel,true,true,SPECIFIC,1,EASY,EASY,0.9500,CHICKEN,,Saftiges dunkles Fleisch vom Hähnchenschenkel; ausgelöst oder mit Knochen und Haut verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKEN_WINGS,Hähnchenflügel,true,true,SPECIFIC,1,EASY,EASY,0.8000,CHICKEN,,"Hähnchenflügel mit Haut, Knochen und hohem Kollagenanteil; ganz oder in Gelenkstücke geteilt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKPEAS,Kichererbsen,true,true,SPECIFIC,1,EASY,EASY,0.9500,LEGUMES,CHICKPEA_FLOUR,Kichererbsen mit nussigem Geschmack und mehlig-cremiger Textur; getrocknet oder vorgegart verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICKPEA_FLOUR,Kichererbsenmehl,true,false,SPECIFIC,2,EASY,EASY,0.6000,CHICKPEAS|FLOUR,,Fein gemahlene trockene Kichererbsen mit nussigem Geschmack und guter Bindewirkung; nicht Weizenmehl.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHICORY,Chicorée,true,true,SPECIFIC,2,EASY,EASY,0.7000,SALAD_GREENS,,"Chicorée als kompakter, blass getriebener Blattsalat mit charakteristischer Bitterkeit; roh und gegart verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHILI,frische Chili,true,true,OPEN,1,EASY,EASY,0.6500,FRUIT_VEGETABLES,BIRDS_EYE_CHILI|HABANERO|JALAPENO|PADRON_PEPPER|POBLANO|SERRANO_CHILI,"Frische Chili als Fruchtgemüse; trockene, pulverisierte und eingelegte Formen sind damit nicht gemeint.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHILI_CONDIMENTS,Chilisauce oder -paste,true,true,OPEN,2,EASY,EASY,0.4500,READY_SAUCES_AND_PASTES,CHILI_CRISP|CHILI_OIL|DOUBANJIANG|GOCHUJANG|HARISSA|NAM_PRIK_PAO|SAMBAL|SRIRACHA,"Offene Vorgabe für verzehrfertige Chilisaucen oder -pasten; Stil, Fermentation und Schärfe bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHILI_CRISP,Chili-Crisp,true,true,SPECIFIC,2,EASY,EASY,0.5000,CHILI_CONDIMENTS,,"Ölbasierte Chiliwürze mit knusprigen Chili-, Zwiebel- oder Gewürzbestandteilen; nicht bloß Chiliöl.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHILI_FLAKES,Chiliflocken,true,true,OPEN,1,EASY,EASY,0.6000,DRIED_CHILI,GOCHUGARU|PUL_BIBER,"Getrocknete Chiliflocken mit variabler Sorte, Schärfe und regionaler Würzung; nicht fein gemahlenes Chilipulver.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHILI_OIL,Chiliöl,true,true,SPECIFIC,2,EASY,EASY,0.5500,CHILI_CONDIMENTS|OILS,,"Mit Chili aromatisiertes Speiseöl, klar oder mit Sediment; nicht automatisch knuspriges Chili-Crisp.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHILI_POWDER,Chilipulver,true,true,OPEN,1,EASY,EASY,0.5000,DRIED_CHILI,CAYENNE_PEPPER|KASHMIRI_CHILI_POWDER|PIMENT_D_ESPELETTE,Reines oder sortentypisches Chilipulver; keine zusammengesetzte Gewürzmischung.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHIPOTLE,Chipotle,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,DRIED_CHILI,,"Geräucherte und getrocknete reife Jalapeño mit mittlerer Schärfe; ganz, gemahlen oder in schlichter Adobo-Konserve verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHIVES,Schnittlauch,true,true,SPECIFIC,1,EASY,EASY,0.7000,ALLIUM_VEGETABLES|FRESH_HERBS,,Feine hohle Schnittlauchröhrchen mit mildem Zwiebelaroma; nicht Knoblauch-Schnittlauch.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
CHOCOLATE,Schokolade,true,true,OPEN,1,EASY,EASY,0.5000,COCOA_PRODUCTS|CONFECTIONERY,CHOCOLATE_HAGELSLAG|DARK_CHOCOLATE|MILK_CHOCOLATE|WHITE_CHOCOLATE,"Offene Schokoladenfamilie für dunkle, Milch- und weiße Schokolade; Kakaopulver ist nicht umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
