"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class_georgia"	"market_basis_georgia"	"proposed_availability_georgia"	"availability_note_georgia"	"evidence_requirement_georgia"	"availability_evidence_georgia"	"market_class_tobias"	"market_basis_tobias"	"proposed_availability_tobias"	"availability_note_tobias"	"evidence_requirement_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"ASPARAGUS"	"Spargel"	"APPLICABLE"	"Spargel als offene Farb- und Sortenwahl; grüner und weißer Spargel sind bekannte Ausprägungen mit unterschiedlicher Zubereitung."	"GENERAL_LOCAL"	"Katalogpfad Stängelgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »grüner und weißer Spargel sind bekannte Ausprägungen mit unterschiedlicher Zubereitung«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Obst- und Gemüseabteilung«."	"EASY"	"Spargel: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Spargel“ erfolgt in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Spargel: gewöhnlicher lokaler Bezugsweg über den Bereich »Spargel«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"AVOCADO"	"Avocado"	"APPLICABLE"	"Cremige, fettreiche Frucht mit mild-nussigem Geschmack; gemeint ist das Fruchtfleisch, nicht Avocadoöl."	"GENERAL_LOCAL"	"Katalogpfad Tropenfrucht → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »gemeint ist das Fruchtfleisch, nicht Avocadoöl«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Avocado: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Avocado“ führt der Rostocker Marktweg über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Avocado: Rostocker Bezugsweg über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BACON"	"Bacon"	"APPLICABLE"	"Gepökelter, meist geräucherter Schweinebauch nach Bacon-Art; Scheibendicke und Räucherung können variieren."	"GENERAL_LOCAL"	"Katalogpfad gepökeltes oder luftgetrocknetes Fleisch → Schweinefleisch → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Scheibendicke und Räucherung können variieren«. Regelweg in Bornheim über den Bereich »Wurstkühlung oder Bedientheke« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Bacon: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Bacon“ in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Bacon: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAGOONG"	"Bagoong"	"APPLICABLE"	"Offene philippinische Familie salzig-fermentierter Fisch- oder Garnelenwürzen; die konkrete tierische Basis bleibt wählbar."	"NICHE_IMPORT"	"Katalogpfad fermentierte Würzzutat → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »die konkrete tierische Basis bleibt wählbar«. Der v2-Anker hält den Engpass fest: Trotz mehrerer Listings bleibt der Markt überwiegend auf philippinische beziehungsweise eng importierende Händler beschränkt kein breiter allgemeiner Asia-Spezialmarkt."	"DIFFICULT"	"Bagoong bleibt auf wenige philippinische Importhändler beschränkt; mehrere Listings bilden noch keinen breiten allgemeinen Asia-Spezialmarkt."	"REQUIRED"	"AV2E-069"	"NICHE_IMPORT"	"Bagoong bleibt auf wenige philippinische Importhändler beschränkt; mehrere Listings bilden noch keinen breiten allgemeinen Asia-Spezialmarkt."	"DIFFICULT"	"Bagoong bleibt auf wenige philippinische Importhändler beschränkt; mehrere Listings bilden noch keinen breiten allgemeinen Asia-Spezialmarkt."	"REQUIRED"	"AV2E-069"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"BAGOONG_ALAMANG"	"Bagoong alamang"	"APPLICABLE"	"Philippinische salzig-fermentierte Würzpaste aus kleinen Garnelen oder Krill; kräftig umamireich und nicht mit fischbasiertem Bagoong gleichzusetzen."	"NICHE_IMPORT"	"Katalogpfad Bagoong → Garnelenpaste → fermentierte Würzzutat → fertige Sauce oder Würzpaste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »kräftig umamireich und nicht mit fischbasiertem Bagoong gleichzusetzen«. Der v2-Anker hält den Engpass fest: Mehrere Angebote stammen aus engem philippinischem Importmarkt Varianten und Bestände sind nicht mit breiter Spezialmarktpräsenz gleichzusetzen."	"DIFFICULT"	"Bagoong alamang bleibt auf wenige philippinische Importhändler mit wechselnden Varianten und Beständen beschränkt."	"REQUIRED"	"AV2E-070"	"NICHE_IMPORT"	"Bagoong alamang bleibt auf wenige philippinische Importhändler mit wechselnden Varianten und Beständen beschränkt."	"DIFFICULT"	"Bagoong alamang bleibt auf wenige philippinische Importhändler mit wechselnden Varianten und Beständen beschränkt."	"REQUIRED"	"AV2E-070"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"BAGOONG_ISDA"	"Bagoong isda"	"APPLICABLE"	"Philippinische salzig-fermentierte Würzzutat auf Fischbasis; Fischart und flüssige oder pastöse Konsistenz können regional variieren."	"NICHE_IMPORT"	"Katalogpfad Bagoong → fermentierte Würzzutat → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Fischart und flüssige oder pastöse Konsistenz können regional variieren«. Der v2-Anker hält den Engpass fest: Fischbasiertes Bagoong ist enger als die bereits nischige Garnelenform wenige nationale Importwege und hohe Formverwechslungsgefahr."	"DIFFICULT"	"Fischbasiertes Bagoong ist nur über wenige philippinische Importwege belegt; regionale Varianten erhöhen die Formverwechslungsgefahr."	"REQUIRED"	"AV2E-071"	"NICHE_IMPORT"	"Fischbasiertes Bagoong ist nur über wenige philippinische Importwege belegt; regionale Varianten erhöhen die Formverwechslungsgefahr."	"DIFFICULT"	"Fischbasiertes Bagoong ist nur über wenige philippinische Importwege belegt; regionale Varianten erhöhen die Formverwechslungsgefahr."	"REQUIRED"	"AV2E-071"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"BAGUETTE"	"Baguette"	"APPLICABLE"	"Langes französisches Weizenbrot mit kräftiger Kruste und luftiger Krume; nicht beliebiges Weißbrot."	"GENERAL_LOCAL"	"Frisches oder aufgebackenes Baguette liegt im Brot- und Backwarenbereich gewöhnlicher Bornheimer Vollsortimenter, an Backstation oder Bäckereitheke."	"EASY"	"Baguette: Frisches oder aufgebackenes Baguette liegt im Brot- und Backwarenbereich gewöhnlicher Bornheimer Vollsortimenter, an Backstation oder Bäckereitheke."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Baguette“ führt der Rostocker Marktweg über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Baguette: Rostocker Bezugsweg über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAKED_GOODS"	"Backware"	"NOT_APPLICABLE_STRUCTURE"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"APPROVED_NOT_APPLICABLE"
"BALSAMIC_VINEGAR"	"Balsamico"	"APPLICABLE"	"Dunkler, süß-säuerlicher Essig nach Balsamico-Art auf Traubenbasis; Reifegrad und Dichte können variieren."	"GENERAL_LOCAL"	"Katalogpfad Essig. Warengruppe Speiseessig, formrelevanter Prüfhinweis aus der vollständigen Definition: »Reifegrad und Dichte können variieren«. Regelweg in Bornheim über den Bereich »Essig- und Ölregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Balsamico: gewöhnlicher lokaler Bezugsweg über den Bereich »Essig- und Ölregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Beim Einkauf von „Balsamico“ nutzt Tobias das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Balsamico: gewöhnlicher lokaler Bezugsweg über den Bereich »Balsamico«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAMBOO_SHOOTS"	"Bambussprossen"	"APPLICABLE"	"Junge essbare Bambussprossen mit mildem Geschmack und knackigem Biss; in Deutschland meist vorgegart in Dose oder Glas erhältlich."	"GENERAL_BROAD"	"Katalogpfad Stängelgemüse → Gemüse. Warengruppe konservierte Pflanzenware, formrelevanter Prüfhinweis aus der vollständigen Definition: »in Deutschland meist vorgegart in Dose oder Glas erhältlich«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Filial- oder Bestellprüfung für konservierte Pflanzenware im allgemeinen deutschen Handel."	"PLANNED"	"Bambussprossen ist über eine gezielte Filial- oder Bestellprüfung für konservierte Pflanzenware im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Tobias prüft „Bambussprossen“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Gemüseformen."	"PLANNED"	"Bambussprossen: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Gemüseformen."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BANANA"	"Banane"	"APPLICABLE"	"Reife Dessertbanane mit weichem, süßem Fruchtfleisch; nicht stärkehaltige Kochbanane."	"GENERAL_LOCAL"	"Katalogpfad Tropenfrucht → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht stärkehaltige Kochbanane«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Banane: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Banane“ erfolgt in Rostock über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Banane: gewöhnlicher lokaler Bezugsweg über den Bereich »Banane«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BANANA_BLOSSOM"	"Bananenblüte"	"APPLICABLE"	"Essbare Bananenblüte mit faserigem Biss und mild herb-adstringierendem Geschmack; frisch oder schlicht konserviert für Salate, Suppen und Gemüsegerichte. Nicht Bananenfrucht oder bloß dekorative Blüte."	"SPECIALTY_BROAD"	"Katalogpfad Blütengemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht Bananenfrucht oder bloß dekorative Blüte«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Konservierte Ware ist bei vielen breit aufgestellten Asia-Händlern regulär erhältlich«."	"SPECIALTY"	"Bananenblüte: Konservierte Ware ist bei vielen breit aufgestellten Asia-Händlern regulär erhältlich."	"REQUIRED"	"AV2E-056"	"SPECIALTY_BROAD"	"Bananenblüte: Konservierte Ware ist bei vielen breit aufgestellten Asia-Händlern regulär erhältlich."	"SPECIALTY"	"Bananenblüte: Konservierte Ware ist bei vielen breit aufgestellten Asia-Händlern regulär erhältlich."	"REQUIRED"	"AV2E-056"	"EVIDENCE_REQUIRED|FORM_SENSITIVE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"BANANA_KETCHUP"	"Bananenketchup"	"APPLICABLE"	"Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt."	"SPECIALTY_BROAD"	"Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler PinoyFood – UFC Banana Sauce Sweet & Spicy sowie Asia Foodstore – UFC Banana Sauce."	"SPECIALTY"	"Bananenketchup ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler PinoyFood – UFC Banana Sauce Sweet & Spicy sowie Asia Foodstore – UFC Banana Sauce."	"REQUIRED"	"AV2N-A-0009|AV2N-A-0010"	"SPECIALTY_BROAD"	"Tobias prüft „Bananenketchup“ in Rostock über Asia Foodstore – UFC Banana Sauce und PinoyFood – UFC Banana Sauce Sweet & Spicy, wobei die Evidenz beim Abruf verfügbaren Bestand und Standardversand ausweist."	"SPECIALTY"	"Bananenketchup: Rostocker Bezugsweg über Asia Foodstore – UFC Banana Sauce und PinoyFood – UFC Banana Sauce Sweet & Spicy; dokumentiert sind beim Abruf verfügbaren Bestand und Standardversand."	"REQUIRED"	"AV2N-A-0009|AV2N-A-0010"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|RATING_RECONCILED_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BANANA_LEAVES"	"Bananenblätter"	"APPLICABLE"	"Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen, Kochen und Grillen; frisch oder tiefgekühlt verwendbar. Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht."	"SPECIALTY_BROAD"	"Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich lokale Zufallsfunde ändern die Marktklasse nicht«."	"SPECIALTY"	"Bananenblätter: Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich; lokale Zufallsfunde ändern die Marktklasse nicht."	"REQUIRED"	"AV2E-063"	"SPECIALTY_BROAD"	"Bananenblätter: Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich; lokale Zufallsfunde ändern die Marktklasse nicht."	"SPECIALTY"	"Bananenblätter: Frisch oder TK bei mehreren breit aufgestellten Asia-Händlern üblich; lokale Zufallsfunde ändern die Marktklasse nicht."	"REQUIRED"	"AV2E-063"	"EVIDENCE_REQUIRED|FORM_SENSITIVE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"BARBECUE_SAUCE"	"Barbecuesauce"	"APPLICABLE"	"Fertige kräftig gewürzte Sauce nach Barbecue-Art; Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren."	"GENERAL_LOCAL"	"Katalogpfad fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren«. Regelweg in Bornheim über den Bereich »Saucen-, Würzpasten- und Feinkostregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Barbecuesauce: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Barbecuesauce“ wird das Angebot über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Barbecuesauce: gewöhnlicher lokaler Bezugsweg über den Bereich »Barbecuesauce«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BARLEY"	"Gerste"	"APPLICABLE"	"Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Graupen sind eine stärker verarbeitete Form."	"GENERAL_BROAD"	"Katalogpfad Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Graupen sind eine stärker verarbeitete Form«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"PLANNED"	"Gerste ist über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Reis-, Mehl-, Nudel- oder Trockenwarenregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Die Beschaffung von „Gerste“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"PLANNED"	"Gerste: Die Beschaffung von „Gerste“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BASIL"	"Basilikum"	"APPLICABLE"	"Frisches Basilikum mit süßlich-pfeffrigem Aroma; Thai-Basilikum bleibt als eigenständige Ausprägung getrennt."	"GENERAL_LOCAL"	"Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »Thai-Basilikum bleibt als eigenständige Ausprägung getrennt«. Regelweg in Bornheim über das örtliche Sortiment »frische Kräuterabteilung« beim Wocheneinkauf in Bornheim."	"EASY"	"Basilikum: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Basilikum“ in Rostock über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Basilikum: Rostocker Bezugsweg über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BASMATI_RICE"	"Basmatireis"	"APPLICABLE"	"Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; weiß oder als Vollkornvariante verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Reis → Getreide oder Pseudogetreide → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »weiß oder als Vollkornvariante verwendbar«. Regelweg in Bornheim über das örtliche Sortiment »Reis-, Mehl-, Nudel- oder Trockenwarenregal« beim Wocheneinkauf in Bornheim."	"EASY"	"Basmatireis: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias prüft „Basmatireis“ in Rostock über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Basmatireis: Rostocker Bezugsweg über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAY_LEAF"	"Lorbeerblatt"	"APPLICABLE"	"Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen, Saucen und Schmorgerichte; vor dem Servieren üblicherweise entfernen."	"GENERAL_LOCAL"	"Katalogpfad Kräuter und Würzblätter. Warengruppe getrocknetes oder frisches Würzblatt, formrelevanter Prüfhinweis aus der vollständigen Definition: »vor dem Servieren üblicherweise entfernen«. Regelweg in Bornheim über das örtliche Sortiment »Gewürzregal, ergänzend frische Kräuterabteilung« beim Wocheneinkauf in Bornheim."	"EASY"	"Lorbeerblatt: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürzregal, ergänzend frische Kräuterabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Lorbeerblatt“ führt der Rostocker Marktweg über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Lorbeerblatt: Rostocker Bezugsweg über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BEAN_SPROUTS"	"Mungbohnensprossen"	"APPLICABLE"	"Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; nicht mit Keimlingen der Sojabohne gleichsetzen."	"GENERAL_BROAD"	"Katalogpfad Sprossen → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht mit Keimlingen der Sojabohne gleichsetzen«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Filial- oder Bestellprüfung für Gemüse oder Pilz im allgemeinen deutschen Handel."	"PLANNED"	"Mungbohnensprossen ist über eine gezielte Filial- oder Bestellprüfung für Gemüse oder Pilz im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Mungbohnensprossen“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"PLANNED"	"Mungbohnensprossen: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
