"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability","availability_profile","product_form_context"
"BEEF_STEAK","Rindersteak","SPECIFIC","BEEF","","Zum Kurzbraten geeignete Rindfleischscheibe; der konkrete Steakzuschnitt und Reifegrad bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Zum Kurzbraten geeignete Rindfleischscheibe; der konkrete Steakzuschnitt und Reifegrad bleiben offen."
"BEEF_STOCK","Rinderfond","SPECIFIC","STOCKS","","Kräftiger Fond auf Basis von Rindfleisch und/oder Rinderknochen; selbst gekocht oder als hochwertiges Fertigprodukt verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kräftiger Fond auf Basis von Rindfleisch und/oder Rinderknochen; selbst gekocht oder als hochwertiges Fertigprodukt verwendbar."
"BEEF_TENDERLOIN","Rinderfilet","SPECIFIC","BEEF","","Sehr zartes und mageres Rinderfilet für kurze Garung; nicht mit Schweinefilet oder Roastbeef gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sehr zartes und mageres Rinderfilet für kurze Garung; nicht mit Schweinefilet oder Roastbeef gleichsetzen."
"BEEF_TONGUE","Rinderzunge","SPECIFIC","BEEF|OFFAL","","Rinderzunge als festes, nach langem Garen zartes Muskelfleisch; üblicherweise vor dem Servieren gehäutet.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Rinderzunge als festes, nach langem Garen zartes Muskelfleisch; üblicherweise vor dem Servieren gehäutet."
"BEER","Bier","SPECIFIC","COOKING_ALCOHOL","LAMBIC|PILSNER_LAGER","Vergorenes Getreidegetränk als Kochzutat; Bierstil, Malzigkeit und Hopfenbittere bleiben bewusst wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Vergorenes Getreidegetränk als Kochzutat; Bierstil, Malzigkeit und Hopfenbittere bleiben bewusst wählbar."
"BEETROOT","Rote Bete","SPECIFIC","ROOT_VEGETABLES","","Rote Bete mit erdig-süßlichem Geschmack; frisch, vorgegart oder schlicht konserviert verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Rote Bete mit erdig-süßlichem Geschmack; frisch, vorgegart oder schlicht konserviert verwendbar."
"BELACAN","Belacan","SPECIFIC","SHRIMP_PASTE","","Malaysische feste fermentierte Garnelenpaste mit sehr intensivem Aroma; meist geröstet und sparsam dosiert verwendet.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Malaysische feste fermentierte Garnelenpaste mit sehr intensivem Aroma; meist geröstet und sparsam dosiert verwendet."
"BELL_PEPPER","Paprika","SPECIFIC","FRUIT_VEGETABLES","AJVAR|GREEN_BELL_PEPPER|RED_BELL_PEPPER|YELLOW_BELL_PEPPER","Milde Gemüsepaprika ohne Festlegung auf eine Farbe; rote, gelbe und grüne Paprika sind bekannte Ausprägungen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Milde Gemüsepaprika ohne Festlegung auf eine Farbe; rote, gelbe und grüne Paprika sind bekannte Ausprägungen."
"BELUGA_LENTILS","Belugalinsen","SPECIFIC","LENTILS","","Kleine schwarze Linsen, die beim Garen vergleichsweise formstabil bleiben; nicht Beluga-Kaviar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine schwarze Linsen, die beim Garen vergleichsweise formstabil bleiben; nicht Beluga-Kaviar."
"BERBERE","Berbere","SPECIFIC","SPICE_BLENDS","","Äthiopisch-eritreische Gewürzmischung mit Chili und warmen Gewürzen; Zusammensetzung und Schärfe variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Äthiopisch-eritreische Gewürzmischung mit Chili und warmen Gewürzen; Zusammensetzung und Schärfe variieren."
"BERRIES","Beeren","OPEN","FRUIT","BLACKBERRY|BLACK_CURRANT|BLUEBERRY|CLOUDBERRY|CRANBERRY|ELDERBERRY|GOOSEBERRY|LINGONBERRY|MULBERRY|RASPBERRY|RED_CURRANT|STRAWBERRY","Offene Vorgabe für kulinarisch als Beeren verwendete kleine Früchte; Sorte und frisch oder tiefgekühlt bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für kulinarisch als Beeren verwendete kleine Früchte; Sorte und frisch oder tiefgekühlt bleiben offen."
"BIRDS_EYE_CHILI","Bird’s-Eye-Chili","SPECIFIC","CHILI","","Kleine, sehr scharfe frische Chili der Bird’s-Eye-Familie; nicht getrocknete Flocken oder Pulver.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine, sehr scharfe frische Chili der Bird’s-Eye-Familie; nicht getrocknete Flocken oder Pulver."
"BITTER_MELON","Bittermelone","SPECIFIC","FRUIT_VEGETABLES","","Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Herb-bitteres Fruchtgemüse mit warziger Oberfläche; auch Bittergurke oder Ampalaya genannt."
"BIVALVES","Muscheln","OPEN","MOLLUSCS|SHELLFISH","CLAMS|COCKLES|MUSSELS|OYSTER|RAZOR_CLAMS|SCALLOPS","Offene Vorgabe für zweischalige Weichtiere wie Mies-, Venus- oder Jakobsmuscheln; nicht Krebstiere.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für zweischalige Weichtiere wie Mies-, Venus- oder Jakobsmuscheln; nicht Krebstiere."
"BLACK_BEANS","schwarze Bohnen","SPECIFIC","BEANS","FERMENTED_BLACK_BEANS","Schwarze Bohnen mit cremigem Inneren und mild-erdigem Geschmack; getrocknet oder vorgegart verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Schwarze Bohnen mit cremigem Inneren und mild-erdigem Geschmack; getrocknet oder vorgegart verwendbar."
"BLACK_CARDAMOM","schwarzer Kardamom oder Thảo quả","SPECIFIC","CARDAMOM","","Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Nicht mit dem milderen grünen Kardamom gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Große dunkle Kardamomkapseln mit kräftig harzig-kampferartigem und häufig rauchigem Aroma; meist ganz in Brühen und Schmorgerichten mitgekocht. Nicht mit dem milderen grünen Kardamom gleichsetzen."
"BLACK_CURRANT","schwarze Johannisbeere","SPECIFIC","BERRIES","","Schwarze Johannisbeere mit intensiver Säure und herb-aromatischem Geschmack; frisch oder ungesüßt tiefgekühlt gemeint.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Schwarze Johannisbeere mit intensiver Säure und herb-aromatischem Geschmack; frisch oder ungesüßt tiefgekühlt gemeint."
"BLACK_EYED_PEAS","Augenbohnen","SPECIFIC","BEANS","","Helle Augenbohnen mit dunklem Keimfleck und mild-nussigem Geschmack; botanisch eine Form der Kuhbohne.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Helle Augenbohnen mit dunklem Keimfleck und mild-nussigem Geschmack; botanisch eine Form der Kuhbohne."
"BLACK_GARLIC","schwarzer Knoblauch","SPECIFIC","GARLIC","","Fermentativ gereifter Knoblauch mit süßlich-würzigem, deutlich umamireichem Profil.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fermentativ gereifter Knoblauch mit süßlich-würzigem, deutlich umamireichem Profil."
"BLACK_PEPPER","schwarzer Pfeffer","SPECIFIC","PEPPER","","Reif geerntete und getrocknete Pfefferfrüchte mit kräftiger Schärfe und warmem Aroma; ganz oder gemahlen verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Reif geerntete und getrocknete Pfefferfrüchte mit kräftiger Schärfe und warmem Aroma; ganz oder gemahlen verwendbar."
"BLACK_TEA","schwarzer Tee","SPECIFIC","TEA","","Vollständig oxidierter Tee mit kräftigem, oft malzigem oder herbem Profil; Sorte und Blattgrad bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Vollständig oxidierter Tee mit kräftigem, oft malzigem oder herbem Profil; Sorte und Blattgrad bleiben offen."
"BLACK_VINEGAR","chinesischer schwarzer Essig","SPECIFIC","VINEGAR","","Dunkler chinesischer Getreideessig mit malziger, röstiger Säure; nicht Balsamico oder bloß gefärbter Tafelessig.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dunkler chinesischer Getreideessig mit malziger, röstiger Säure; nicht Balsamico oder bloß gefärbter Tafelessig."
"BLACKBERRY","Brombeere","SPECIFIC","BERRIES","","Brombeere als frische oder ungesüßt tiefgekühlte Beere mit süß-säuerlichem, dunklem Fruchtaroma.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Brombeere als frische oder ungesüßt tiefgekühlte Beere mit süß-säuerlichem, dunklem Fruchtaroma."
"BLOOD_ORANGE","Blutorange","SPECIFIC","ORANGE","","Orange mit rot pigmentiertem Fruchtfleisch und häufig beerig-herber Note; nicht Grapefruit.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Orange mit rot pigmentiertem Fruchtfleisch und häufig beerig-herber Note; nicht Grapefruit."
"BLOOD_SAUSAGE","Blutwurst","SPECIFIC","OFFAL|SAUSAGE","MORCILLA","Wurstfamilie mit Blut als prägendem Bestandteil; Gewürzung, Getreideanteil und Konsistenz können regional variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Wurstfamilie mit Blut als prägendem Bestandteil; Gewürzung, Getreideanteil und Konsistenz können regional variieren."
"BLUE_CHEESE","Blauschimmelkäse","SPECIFIC","CHEESE","DANABLU|ROQUEFORT","Offene Käsefamilie mit Blauschimmelkulturen und ausgeprägt würzigem Aroma; Milchart und Reifegrad bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Käsefamilie mit Blauschimmelkulturen und ausgeprägt würzigem Aroma; Milchart und Reifegrad bleiben offen."
"BLUEBERRY","Heidelbeere","SPECIFIC","BERRIES","","Heidelbeere als frische oder ungesüßt tiefgekühlte Beere; Kultur- und Waldheidelbeeren sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Heidelbeere als frische oder ungesüßt tiefgekühlte Beere; Kultur- und Waldheidelbeeren sind umfasst."
"BOMBA_RICE","Bomba-Reis","SPECIFIC","RICE","","Spanische Rundkorn-Reissorte Bomba mit hoher Flüssigkeits- und Geschmacksaufnahme; nicht Synonym für beliebigen Paella-Reis und nicht synonym mit der Herkunftsbezeichnung Calasparra.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Spanische Rundkorn-Reissorte Bomba mit hoher Flüssigkeits- und Geschmacksaufnahme; nicht Synonym für beliebigen Paella-Reis und nicht synonym mit der Herkunftsbezeichnung Calasparra."
"BONE_MARROW","Knochenmark","SPECIFIC","BEEF|OFFAL","","Fettreiches Mark aus großen Rinderknochen; zum Rösten, Auslassen oder Aromatisieren von Saucen und Brühen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Fettreiches Mark aus großen Rinderknochen; zum Rösten, Auslassen oder Aromatisieren von Saucen und Brühen."
"BONITO_FLAKES","Bonitoflocken","SPECIFIC","DRIED_FISH","","Dünn gehobelte Flocken aus getrocknetem und meist geräuchertem Bonito nach Katsuobushi-Art; stark umamireich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dünn gehobelte Flocken aus getrocknetem und meist geräuchertem Bonito nach Katsuobushi-Art; stark umamireich."
"BRANDY","Brandy oder Weinbrand","OPEN","COOKING_ALCOHOL","COGNAC","Offene Weinbrandfamilie; geschützte beziehungsweise kulinarisch eigenständige Ausprägungen wie Cognac können separat konkretisiert werden.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Weinbrandfamilie; geschützte beziehungsweise kulinarisch eigenständige Ausprägungen wie Cognac können separat konkretisiert werden."
"BRATWURST","Bratwurst","SPECIFIC","PORK|SAUSAGE","","Zum Braten oder Grillen bestimmte Wurst; Fleischmischung, Körnung und regionale Würzung bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Zum Braten oder Grillen bestimmte Wurst; Fleischmischung, Körnung und regionale Würzung bleiben offen."
"BRAZIL_NUT","Paranüsse","SPECIFIC","NUTS","","Große, fettreiche Paranusskerne mit cremigem Biss; ganz, gehackt oder gemahlen verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Große, fettreiche Paranusskerne mit cremigem Biss; ganz, gehackt oder gemahlen verwendbar."
"BREAD","Brot oder Fladenbrot","OPEN","BAKED_GOODS|STARCHES","BAGUETTE|CRISPBREAD|FLATBREAD|PRETZEL|RYE_BREAD|SOURDOUGH_BREAD|TORTILLA","Offene Vorgabe für gebackenes Brot oder Fladenbrot; Getreide, Triebmittel, Form und Krustenanteil bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für gebackenes Brot oder Fladenbrot; Getreide, Triebmittel, Form und Krustenanteil bleiben wählbar."
"BREAD_DUMPLING","Semmelknödel","SPECIFIC","STARCHES","","Gekochter oder gedämpfter böhmisch-mitteleuropäischer Brot-/Semmelknödel als fertige Beilage; nicht Dumpling-Teig, Teighülle oder gefüllter Dumpling.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Gekochter oder gedämpfter böhmisch-mitteleuropäischer Brot-/Semmelknödel als fertige Beilage; nicht Dumpling-Teig, Teighülle oder gefüllter Dumpling."
"BREADCRUMBS","Semmelbrösel","SPECIFIC","STARCHES","PANKO","Trockene gemahlene Brot- oder Brötchenkrume zum Panieren, Binden oder Bestreuen; Panko ist eine eigene Ausprägung.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Trockene gemahlene Brot- oder Brötchenkrume zum Panieren, Binden oder Bestreuen; Panko ist eine eigene Ausprägung."
"BRIE","Brie","SPECIFIC","CHEESE","","Weichkäse der Brie-Familie mit charakteristischer Weißschimmelrinde; umfasst handelsüblichen Brie-Stil und bekannte französische Ausprägungen, ohne auf Brie de Meaux oder Brie de Melun beschränkt zu sein. Nicht Camembert.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Weichkäse der Brie-Familie mit charakteristischer Weißschimmelrinde; umfasst handelsüblichen Brie-Stil und bekannte französische Ausprägungen, ohne auf Brie de Meaux oder Brie de Melun beschränkt zu sein. Nicht Camembert."
"BROAD_BEANS","Dicke Bohnen","SPECIFIC","BEANS|POD_VEGETABLES","","Dicke Bohnen beziehungsweise Ackerbohnen; frisch, tiefgekühlt oder getrocknet verwendbar und nicht mit grünen Bohnen gleichzusetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dicke Bohnen beziehungsweise Ackerbohnen; frisch, tiefgekühlt oder getrocknet verwendbar und nicht mit grünen Bohnen gleichzusetzen."
"BROCCOLI","Brokkoli","SPECIFIC","CABBAGE_VEGETABLES|FLOWER_VEGETABLES","","Grünes Kohlgemüse mit essbaren Blütenknospen und Stielen; nicht mit Romanesco oder Blumenkohl gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Grünes Kohlgemüse mit essbaren Blütenknospen und Stielen; nicht mit Romanesco oder Blumenkohl gleichsetzen."
"BROKEN_RICE","Bruchreis","SPECIFIC","RICE","","Reiskörner, die bei Ernte oder Verarbeitung gebrochen wurden und dadurch kleiner sowie schneller garend sind. Gemeint ist das Kornprodukt, nicht ein fertig belegtes Cơm-tấm-Gericht.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Reiskörner, die bei Ernte oder Verarbeitung gebrochen wurden und dadurch kleiner sowie schneller garend sind. Gemeint ist das Kornprodukt, nicht ein fertig belegtes Cơm-tấm-Gericht."
