"concept_code"	"display_name"	"review_applicability"	"proposed_cooking_novelty"	"novelty_rationale"	"review_flags"	"approval_status"
"PORK_MINCE"	"Schweinehack"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_NECK"	"Schweinenacken"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_RIBS"	"Schweinerippchen"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_SHOULDER"	"Schweineschulter"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_STOCK"	"Schweinefond"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_TENDERLOIN"	"Schweinefilet"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PORK_TONGUE"	"Schweinezunge"	"APPLICABLE"	"3"	"Klassische Innereienküche bietet klare Wege, bleibt im gemeinsamen Alltag aber stark kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PORT_WINE"	"Portwein"	"APPLICABLE"	"3"	"Als Kochwein in Saucen, Reduktionen und Desserts klassisch, durch Süße und Aroma aber stark richtungsgebend."	"BOUNDARY_3_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"POTATO"	"Kartoffel"	"APPLICABLE"	"1"	""	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"POTATO_DUMPLING"	"Kartoffelknödel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POTATO_STARCH"	"Kartoffelstärke"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"POULTRY"	"Geflügel"	"APPLICABLE"	"1"	"Die offene Geflügelvorgabe lässt zahlreiche vertraute Tierarten, Zuschnitte und Garmethoden zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PRESERVED_FISH"	"konservierter Fisch"	"APPLICABLE"	"2"	"Die offene Familie bietet viele etablierte Räucher-, Salz-, Konserven- und Einlegerollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PRESERVED_LEMON"	"Salzzitrone"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PRESERVED_PRODUCE"	"konservierte pflanzliche Zutat"	"APPLICABLE"	"2"	"Die offene Familie lässt zahlreiche vertraute Pickle-, Trocken- und Fermentationsprodukte zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"PRETZEL"	"Laugenbrezel"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PROSCIUTTO"	"Prosciutto"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PRUNE"	"Trockenpflaumen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"PUL_BIBER"	"Pul Biber"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PUMPERNICKEL"	"Pumpernickel"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PUMPKIN"	"Kürbis"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PUMPKIN_SEEDS"	"Kürbiskerne"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PURSLANE"	"Portulak"	"APPLICABLE"	"2"	"Portulak folgt vertrauten Blattgemüse- und Kräuterrollen in Salat, Suppe und kurzer Garung."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"QUAIL"	"Wachtel"	"APPLICABLE"	"2"	"Wachtel ist kleines Geflügel mit klassischen Brat-, Grill- und Schmorwegen; die Tierart allein erhöht Novelty nicht stark."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"QUAIL_EGG"	"Wachtelei"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"QUARK"	"Quark"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"QUINCE"	"Quitte"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"QUINOA"	"Quinoa"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RABBIT"	"Kaninchen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RADICCHIO"	"Radicchio"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RADISH"	"Rettich"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAISIN"	"Rosinen"	"APPLICABLE"	"1"	"Rosinen sind eine selbstverständliche Trockenfrucht für Backwerk, Reis, Füllung, Sauce und Salat; die frische Traubenrolle des Parents ist nicht zu vererben."	"PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAKFISK"	"Rakfisk"	"APPLICABLE"	"4"	"Der verzehrfertige fermentierte Fisch besitzt eine enge norwegische Tradition und ist sensorisch wie technisch ein deutlicher Twist."	"LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAMEN_NOODLES"	"Ramennudeln"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RAS_EL_HANOUT"	"Ras el-Hanout"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RASPBERRY"	"Himbeere"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RAZOR_CLAMS"	"Schwertmuscheln"	"APPLICABLE"	"2"	"Schwertmuscheln folgen etablierten Muschelrollen für Grill, Pfanne, Pasta und Reis."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"READY_CURRY_PASTE"	"fertige Currypaste"	"APPLICABLE"	"2"	"Die offene Familie bietet viele unmittelbar etablierte Currywege und ist ausdrücklich regulär anwendbar."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"READY_SAUCES_AND_PASTES"	"fertige Sauce oder Würzpaste"	"NOT_APPLICABLE_STRUCTURE"	"NOT_APPLICABLE"	"Reiner, ausdrücklich freigegebener Strukturknoten."	"APPROVED_ANCHOR"	"APPROVED_NOT_APPLICABLE"
"RED_BELL_PEPPER"	"rote Paprika"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_CABBAGE"	"Rotkohl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_CURRANT"	"rote Johannisbeere"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_LENTILS"	"rote Linsen"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_ONION"	"rote Zwiebel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_WINE"	"Rotwein"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RED_WINE_VINEGAR"	"Rotweinessig"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"REDFISH"	"Rotbarsch"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"REINDEER"	"Rentierfleisch"	"APPLICABLE"	"3"	"Als nordisches Wildfleisch konventionell, im gemeinsamen Alltag aber deutlich kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"REMOULADE"	"Remoulade"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RENDANG_PASTE"	"Rendang-Paste"	"APPLICABLE"	"3"	"Die fertige Paste hat eine klare konventionelle Rendang-Rolle, legt das Gericht aber sehr stark auf diese Familie fest."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RHUBARB"	"Rhabarber"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE"	"Reis"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_CAKES"	"koreanische Reiskuchen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_FLOUR"	"Reismehl"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_NOODLES"	"Reisnudeln"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_PADDY_HERB"	"Reisfeldkraut"	"APPLICABLE"	"3"	"In vietnamesischen sauren Suppen konventionell, außerhalb davon sehr klar aromatisch und kontextgebunden."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_PAPER"	"Reispapier"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_PRODUCTS"	"Reisprodukt"	"APPLICABLE"	"2"	"Die offene Familie lässt mehrere vertraute Nudel-, Hüllen-, Mehl- und Kuchenrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICE_VINEGAR"	"Reisessig"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RICOTTA"	"Ricotta"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RILLETTES"	"Rillettes"	"APPLICABLE"	"3"	"Als französischer Fleischaufstrich konventionell, als verpflichtende Gerichtskomponente aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"RISOTTO_RICE"	"Risottoreis"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ROASTED_RED_PEPPER"	"geröstete Paprika"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROD_POLSE"	"Rød pølse"	"APPLICABLE"	"3"	"Als dänische Hotdogwurst konventionell, gemeinsam aber als fertige Regionalform deutlich kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROMAINE_LETTUCE"	"Römersalat"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ROMANESCO"	"Romanesco"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROMESCO"	"Romesco-Sauce"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROOKWORST"	"Rookworst"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ROOT_VEGETABLES"	"Wurzel- und Knollengemüse"	"APPLICABLE"	"1"	"Die offene Familie umfasst zahlreiche vertraute Gemüse- und Stärkekomponenten."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"ROQUEFORT"	"Roquefort"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ROSEMARY"	"Rosmarin"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RUM"	"Rum"	"APPLICABLE"	"3"	"In Desserts, Marinaden und Saucen etabliert, als konkrete Spirituose aber deutlich kontextgebunden."	"BOUNDARY_3_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"RUTABAGA"	"Steckrübe"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RYE_BREAD"	"Roggenbrot"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"RYE_FLOUR"	"Roggenmehl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SAFFRON"	"Safran"	"APPLICABLE"	"3"	"In bestimmten Reis-, Fisch- und Schmorgerichten klassisch, zugleich stark richtungsgebend."	"APPROVED_ANCHOR|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"SAGE"	"Salbei"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAI_UA"	"Sai Ua"	"APPLICABLE"	"3"	"Als nordthailändische Kräuterwurst konventionell, gemeinsam aber durch die fertige Form und Aromatik deutlich kontextgebunden."	"PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAKE"	"Sake"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SALAD_GREENS"	"Blattsalat"	"APPLICABLE"	"1"	"Die offene Salatwahl umfasst viele selbstverständliche rohe und warme Anwendungen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SALAMI"	"Salami"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SALMON"	"Lachs"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SALMON_ROE"	"Lachsrogen"	"APPLICABLE"	"2"	"Lachsrogen besitzt vertraute Rollen als Topping, Einlage und salzige Akzentkomponente."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SALSA"	"Salsa"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SALTED_DUCK_EGG"	"gesalzenes Entenei"	"APPLICABLE"	"3"	"In philippinischen und chinesischen Gerichten konventionell, gemeinsam aber durch Salzgrad und Form klar kontextgebunden."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SALTY_LIQUORICE"	"Salzlakritz"	"APPLICABLE"	"5"	"Salzlakritz ist nahezu ausschließlich Süßware; eine sinnvolle erkennbare Kochrolle ist ausgesprochen nischig und konstruktionsprägend."	"PARENT_CHILD_OUTLIER|LEVEL_5|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAMBAL"	"Sambal"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SAMBAL_BRANDAL"	"Sambal Brandal"	"APPLICABLE"	"2"	"Das gebratene Sambal erfüllt eine vertraute Rolle als Würzpaste, Dip und Saucenbasis."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAMBAL_OELEK"	"Sambal Oelek"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SARDINES"	"Sardinen"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SAUCES_AND_PASTES"	"Sauce, Würzmittel oder Paste"	"APPLICABLE"	"2"	"Die breite offene Vorgabe erlaubt viele vertraute Würzwege, gibt dem Gericht aber stets ein prägendes Geschmacksprofil."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAUERKRAUT"	"Sauerkraut"	"APPLICABLE"	"2"	""	"APPROVED_ANCHOR|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"SAUSAGE"	"Wurst"	"APPLICABLE"	"1"	"Die offene Wurstfamilie lässt zahlreiche vertraute Brat-, Koch-, Einlagen- und Belagrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SAVOY_CABBAGE"	"Wirsing"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SCALLOPS"	"Jakobsmuscheln"	"APPLICABLE"	"2"	"Jakobsmuscheln besitzen klassische Kurzbrat-, Grill-, Gratinier- und Rohrollen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEA_BASS"	"Wolfsbarsch"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEA_BREAM"	"Dorade"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEA_SNAILS"	"Meeresschnecken"	"APPLICABLE"	"3"	"In verschiedenen Küstenküchen konventionell, gemeinsam aber als offene Meeresschneckenwahl deutlich speziell."	"BROAD_CONCEPT|APPROVED_ANCHOR|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"SEAFOOD"	"Fisch und Meeresfrüchte"	"APPLICABLE"	"1"	"Die offene Vorgabe lässt zahlreiche vertraute Fisch-, Muschel- und Krebstierwege zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEAWEED"	"Algen"	"APPLICABLE"	"2"	"Die offene Algenvorgabe bietet mehrere im gemeinsamen Kochhorizont vertraute Arten und Rollen."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEEDS"	"Kerne und Samen"	"APPLICABLE"	"1"	"Die offene Samenwahl lässt viele selbstverständliche Textur-, Fett- und Würzrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEITAN"	"Seitan"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SEMOLINA"	"Hartweizengrieß"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SERRANO_CHILI"	"Serrano-Chili"	"APPLICABLE"	"2"	"Serrano-Chili folgt vertrauten frischen Chilirollen in Salsa, Sauce, Marinade und Pfanne."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SERRANO_HAM"	"Serrano-Schinken"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SESAME_OIL"	"Sesamöl"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SESAME_SEEDS"	"Sesam"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SHALLOT"	"Schalotte"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SHAOXING_WINE"	"Shaoxing-Reiswein"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHELLFISH"	"Schalen- und Krustentiere"	"APPLICABLE"	"1"	"Die offene Familie erlaubt viele vertraute Muschel- und Krebstiergerichte."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHERRY"	"Sherry"	"APPLICABLE"	"3"	"Als Kochwein in Saucen, Suppen und Desserts klassisch, durch Stil und Aroma aber deutlich kontextgebunden."	"BOUNDARY_3_4"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHERRY_VINEGAR"	"Sherryessig"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SHIITAKE"	"Shiitake"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHIMEJI"	"Shimeji"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHIRATAKI"	"Shirataki-Nudeln"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SHRIMP"	"Garnelen"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SHRIMP_PASTE"	"Garnelenpaste"	"APPLICABLE"	"3"	"Die offene Familie ist in vielen südostasiatischen Würzrollen konventionell, gemeinsam aber intensiv und klar kontextgebunden."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SICHUAN_PEPPER"	"Szechuanpfeffer"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SILKEN_TOFU"	"Seidentofu"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SLIVOVICE"	"Sliwowitz"	"APPLICABLE"	"4"	"Pflaumenbrand wird überwiegend getrunken; als erkennbare Kochzutat sind seine Saucen-, Flambier- und Dessertrollen eng."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_PAPRIKA"	"geräuchertes Paprikapulver"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_SALMON"	"Räucherlachs"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_TOFU"	"Räuchertofu"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SMOKED_TROUT"	"Räucherforelle"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOBA"	"Soba"	"APPLICABLE"	"1"	"Soba sind im gemeinsamen ostasiatischen Kochhorizont eine vertraute Nudelbasis für warme und kalte Gerichte."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOBRASADA"	"Sobrasada"	"APPLICABLE"	"3"	"Als balearische Streichwurst konventionell, gemeinsam aber durch fertige Form und kräftige Aromatik klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOLE"	"Seezunge"	"APPLICABLE"	"1"	"Seezunge ist ein klassischer milder Speisefisch mit selbstverständlichen Pfannen-, Ofen- und Saucenrollen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOUR_CHERRY"	"Sauerkirsche"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SOUR_CREAM"	"saure Sahne"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SOUR_RYE_STARTER"	"Żur-Saueransatz"	"APPLICABLE"	"3"	"Als polnische Suppenbasis konventionell, außerhalb dieser engen Säuerungsrolle aber klar kontextgebunden."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOURDOUGH_BREAD"	"Sauerteigbrot"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SOY_DRINK"	"Sojadrink"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOY_PRODUCTS"	"Sojazutat"	"APPLICABLE"	"2"	"Die offene Sojafamilie lässt viele vertraute Bohnen-, Tofu-, Drink- und Würzformen zu."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SOY_SAUCE"	"Sojasauce"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SOYBEANS"	"Sojabohnen"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SPAETZLE"	"Spätzle"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SPAGHETTI"	"Spaghetti"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SPAGHETTI_SQUASH"	"Spaghettikürbis"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SPECULAAS_SPICE"	"Spekulatiusgewürz"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SPECULOOS"	"Spekulatius"	"APPLICABLE"	"4"	"Der fertige Gewürzkeks wird überwiegend als Süßware gegessen; als erkennbare Gerichtszutat bleiben wenige Dessert- und Krustenrollen."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SPELT"	"Dinkel"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SPICE_BLENDS"	"Gewürzmischung"	"APPLICABLE"	"2"	"Die offene Familie lässt viele etablierte Küchenrichtungen und Würzrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SPICES"	"Gewürz oder trockenes Würzmittel"	"NOT_APPLICABLE_STRUCTURE"	"NOT_APPLICABLE"	"Reiner, ausdrücklich freigegebener Strukturknoten."	""	"APPROVED_NOT_APPLICABLE"
"SPINACH"	"Spinat"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SPLIT_PEAS"	"Spalterbsen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SPRING_ONION"	"Frühlingszwiebel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"SPROUTS"	"Sprossen"	"APPLICABLE"	"2"	"Die offene Sprossenwahl bietet mehrere vertraute rohe und kurz gegarte Anwendungen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"SQUID"	"Tintenfisch"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"SRIRACHA"	"Sriracha"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"STAR_ANISE"	"Sternanis"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"STARCH_BINDERS"	"Stärke oder Bindemittel"	"APPLICABLE"	"1"	"Die offene Familie umfasst vertraute neutrale Bindefunktionen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
