"concept_code"	"display_name"	"source_review_head"	"previous_proposed_cooking_novelty"	"reaudited_cooking_novelty"	"reaudit_outcome"	"reaudit_note"	"approval_status"
"BROWN_SUGAR"	"brauner Zucker"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"BRUSSELS_SPROUTS"	"Rosenkohl"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"BUCKWHEAT"	"Buchweizen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"APPROVED_ANCHOR"
"BUCKWHEAT_FLOUR"	"Buchweizenmehl"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"BULGUR"	"Bulgur"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"APPROVED_ANCHOR"
"BUTTER"	"Butter"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"BUTTER_BEANS"	"Limabohnen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"BUTTERMILK"	"Buttermilch"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"BUTTERNUT_SQUASH"	"Butternut-Kürbis"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CABBAGE_VEGETABLES"	"Kohlgemüse"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CALAMANSI"	"Calamansi"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"APPROVED_ANCHOR"
"CALVADOS"	"Calvados"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CAMEMBERT"	"Camembert"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CANNED_CHAMPIGNONS"	"Dosenchampignons"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CANNED_SARDINES"	"Sardinen aus der Dose"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CANNED_TOMATOES"	"Dosentomaten"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CANNED_TUNA"	"Thunfisch aus der Dose"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CANNELLINI_BEANS"	"Cannellini-Bohnen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CANTALOUPE"	"Cantaloupe-Melone"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CAPERS"	"Kapern"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CARAWAY"	"Kümmel"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CARDAMOM"	"Kardamom"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CARP"	"Karpfen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CARROT"	"Karotte"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CASHEW"	"Cashewkerne"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CASHEW_BUTTER"	"Cashewmus"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CASSAVA"	"Maniok"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CATFISH"	"Wels"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CAULIFLOWER"	"Blumenkohl"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CAYENNE_PEPPER"	"Cayennepfeffer"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CELERIAC"	"Knollensellerie"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CELERY_STALK"	"Staudensellerie"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHAMPIGNON"	"frische Champignons"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHAMPIGNONS"	"Champignons"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHANTERELLE"	"Pfifferlinge"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHARD"	"Mangold"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHEDDAR"	"Cheddar"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHEESE"	"Käse"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHERRY"	"Kirsche"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHERRY_TOMATO"	"Kirschtomaten"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHERVIL"	"Kerbel"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHESTNUT"	"Esskastanien"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHIA_SEEDS"	"Chiasamen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN"	"Hähnchen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"APPROVED_ANCHOR"
"CHICKEN_BREAST"	"Hähnchenbrust"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_DRUMSTICKS"	"Hähnchenunterkeulen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_FEET"	"Hühnerfüße"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_LIVER"	"Hähnchenleber"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_STOCK"	"Hühnerbrühe"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_THIGH"	"Hähnchenschenkel"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKEN_WINGS"	"Hähnchenflügel"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKPEA_FLOUR"	"Kichererbsenmehl"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICKPEAS"	"Kichererbsen"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHICORY"	"Chicorée"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI"	"frische Chili"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_CONDIMENTS"	"Chilisauce oder -paste"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_CRISP"	"Chili-Crisp"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_FLAKES"	"Chiliflocken"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_OIL"	"Chiliöl"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHILI_POWDER"	"Chilipulver"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHIPOTLE"	"Chipotle"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHIVES"	"Schnittlauch"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHOCOLATE"	"Schokolade"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHOCOLATE_HAGELSLAG"	"Schoko-Hagelslag"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"4"	"REAUDIT_CORRECTED_PROPOSAL"	"Schoko-Hagelslag wird primär als konkreter niederländischer Brotbelag konsumiert; als verpflichtende Kochzutat bleiben nur wenige konstruierte Rollen."	"PROPOSED_FOR_HUMAN_REVIEW"
"CHORIZO"	"Chorizo"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CIDER"	"Cider"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CILANTRO"	"Koriandergrün"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CINNAMON"	"Zimt"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CITRUS_FRUIT"	"Zitrusfrucht"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CLAMS"	"Venusmuscheln"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CLOUDBERRY"	"Moltebeere"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CLOUDBERRY_PRESERVES"	"Moltebeerkonfitüre/-kompott"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CLOVES"	"Gewürznelken"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCKLES"	"Herzmuscheln"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"3"	"REAUDIT_CORRECTED_PROPOSAL"	"Herzmuscheln haben klassische Muschelzubereitungen, die konkrete Art bleibt aus gemeinsamer Perspektive dennoch merklich speziell und bewusst einzuordnen."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCOA_POWDER"	"Kakaopulver"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCOA_PRODUCTS"	"Kakao oder Schokolade"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT"	"Kokosnuss"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT_CREAM"	"Kokoscreme"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT_FLAKES"	"Kokosraspeln"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT_MILK"	"Kokosmilch"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT_OIL"	"Kokosöl"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT_PRODUCTS"	"Kokoszutat"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COCONUT_VINEGAR"	"Kokosessig"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COD"	"Kabeljau"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COGNAC"	"Cognac"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CONDENSED_MILK"	"gezuckerte Kondensmilch"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"2"	"2"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COOKED_HAM"	"Kochschinken"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COOKING_ALCOHOL"	"Kochalkohol"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"COOKING_FATS"	"Kochfett"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CORIANDER_ROOT"	"Korianderwurzel"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"3"	"3"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CORIANDER_SEED"	"Koriandersaat"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
"CORN"	"Mais"	"5cb9e82ec9e2d367a996c945750edf9c3bce7559"	"1"	"1"	"REAUDITED_RETAINED"	"Konkrete Art, Produktform und verpflichtende Kochrolle einzeln geprüft; bisheriger Wert bestätigt."	"PROPOSED_FOR_HUMAN_REVIEW"
