concept_code,person,observed_route_category,required_route_focus,audit_reason,audit_status
SOUR_CREAM,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark.,SOUR_CREAM wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
SOUR_CREAM,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Gesäuerter Rahm mit frischer Säure und mittlerem Fettgehalt; nicht Crème fraîche oder Quark.,"SOUR_CREAM wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
SOURDOUGH_BREAD,Georgia,Trockensortiment/Reis-Mehl-Nudeln,Brotregal oder Baeckereitheke fuer fertiges Sauerteigbrot,Die zuerst genannte Warengruppe passte nicht zur kuratierten verzehrfertigen Brotform; die finale Notiz fuehrt den konkreten Brotweg.,ROUTE_VERIFIED
SPAETZLE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Weiche unregelmäßige Eiernudeln aus zähflüssigem Teig; frisch, getrocknet oder vorgegart verwendbar.",SPAETZLE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
SPAETZLE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Weiche unregelmäßige Eiernudeln aus zähflüssigem Teig; frisch, getrocknet oder vorgegart verwendbar.","SPAETZLE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
SPLIT_PEAS,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Getrocknete geschälte und halbierte Erbsen für Suppen, Pürees oder Eintöpfe; Farbe bleibt offen.",SPLIT_PEAS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
SPLIT_PEAS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Getrocknete geschälte und halbierte Erbsen für Suppen, Pürees oder Eintöpfe; Farbe bleibt offen.","SPLIT_PEAS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
SRIRACHA,Georgia,Obst-/Gemuesebereich,Asia-/Wuerzsaucenregal fuer Sriracha,SRIRACHA wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SRIRACHA,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzsaucenregal fuer Sriracha,"SRIRACHA wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
STRAWBERRY,Georgia,Getraenke-/Weinregal,Obst-/Gemuesebereich oder Tiefkuehlung fuer Erdbeeren,STRAWBERRY wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
STRAWBERRY,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich oder Tiefkuehlung fuer Erdbeeren,"STRAWBERRY wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SUN_DRIED_TOMATO,Georgia,Obst-/Gemuesebereich,Konserven-/Feinkostregal fuer getrocknete Tomaten,SUN_DRIED_TOMATO wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
SUN_DRIED_TOMATO,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konserven-/Feinkostregal fuer getrocknete Tomaten,"SUN_DRIED_TOMATO wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
SWEETENERS,Georgia,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,"Zucker-, Back-, Honig- und Sirupregal; offene Familie aus Zucker, Sirup, Honig und weiteren Suessungsmitteln erhalten","SWEETENERS wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
SWEETENERS,Tobias,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,"Zucker-, Back-, Honig- und Sirupregal; offene Familie aus Zucker, Sirup, Honig und weiteren Suessungsmitteln erhalten","SWEETENERS wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
TARRAGON,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Estragonblätter mit anisartigem, leicht bitterem Aroma; frisch oder getrocknet verwendbar.",TARRAGON wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
TARRAGON,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Estragonblätter mit anisartigem, leicht bitterem Aroma; frisch oder getrocknet verwendbar.","TARRAGON wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
THAI_GREEN_CURRY_PASTE,Georgia,Obst-/Gemuesebereich,Asia-/Wuerzpastenregal fuer gruene Currypaste,THAI_GREEN_CURRY_PASTE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
THAI_GREEN_CURRY_PASTE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzpastenregal fuer gruene Currypaste,"THAI_GREEN_CURRY_PASTE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
THAI_RED_CURRY_PASTE,Georgia,Obst-/Gemuesebereich,Asia-/Wuerzpastenregal fuer rote Currypaste,THAI_RED_CURRY_PASTE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
THAI_RED_CURRY_PASTE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Wuerzpastenregal fuer rote Currypaste,"THAI_RED_CURRY_PASTE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
THYME,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Thymianblätter mit kräftig herb-würzigem Aroma; frisch oder getrocknet verwendbar.,THYME wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
THYME,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Thymianblätter mit kräftig herb-würzigem Aroma; frisch oder getrocknet verwendbar.,"THYME wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
TOFU,Georgia,Molkerei-/Kaesebereich,Vegetarische Kuehlware oder Asia-Sortiment fuer Tofu,TOFU wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
TOFU,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Vegetarische Kuehlware oder Asia-Sortiment fuer Tofu,"TOFU wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
TOMATO,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Frische Tomate als saftig-säuerliches Fruchtgemüse; Sorte, Farbe und Größe bleiben offen.",TOMATO wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
TOMATO,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Frische Tomate als saftig-säuerliches Fruchtgemüse; Sorte, Farbe und Größe bleiben offen.","TOMATO wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
TOMATO_PASSATA,Georgia,Obst-/Gemuesebereich,Konserven-/Saucenregal fuer passierte Tomaten,TOMATO_PASSATA wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
TOMATO_PASSATA,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konserven-/Saucenregal fuer passierte Tomaten,"TOMATO_PASSATA wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
TOMATO_PRODUCTS,Georgia,SYSTEMATIC_OPEN_FORM_AND_PARENT_ROUTE_REVIEW,"Tomatenkonserven-, Passata-, Mark- oder Saucenregal fuer verarbeitete Tomatenprodukte; keine Rohwarenroute","TOMATO_PRODUCTS wurde in der finalen Gegenprüfung auf Roh-Elternroute, unzulässige Einzelform und die korrekte verarbeitete beziehungsweise offene Produktform geprüft.",ROUTE_VERIFIED
TOMATO_PRODUCTS,Tobias,SYSTEMATIC_OPEN_FORM_AND_PARENT_ROUTE_REVIEW,"Tomatenkonserven-, Passata-, Mark- oder Saucenregal fuer verarbeitete Tomatenprodukte; keine Rohwarenroute","TOMATO_PRODUCTS wurde in der finalen Gegenprüfung auf Roh-Elternroute, unzulässige Einzelform und die korrekte verarbeitete beziehungsweise offene Produktform geprüft.",ROUTE_VERIFIED
TWAROG,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Polnischer frischer Sauermilch- oder Bruchkäse mit krümeligem bis cremigem Gefüge; Quark ist als Ersatz ähnlich, aber nicht identisch. Nicht mit körnigem Hüttenkäse gleichsetzen.",TWAROG wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
TWAROG,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Polnischer frischer Sauermilch- oder Bruchkäse mit krümeligem bis cremigem Gefüge; Quark ist als Ersatz ähnlich, aber nicht identisch. Nicht mit körnigem Hüttenkäse gleichsetzen.","TWAROG wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
UBE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Violette Yamswurzel mit mild-süßlichem, nussigem Aroma; frisch, tiefgekühlt oder als ungesüßtes Püree, nicht violette Süßkartoffel.",UBE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
UBE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Violette Yamswurzel mit mild-süßlichem, nussigem Aroma; frisch, tiefgekühlt oder als ungesüßtes Püree, nicht violette Süßkartoffel.","UBE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
UDON,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Dicke japanische Weizennudeln mit weichem, elastischem Biss; frisch, gefroren oder getrocknet verwendbar.",UDON wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
UDON,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Dicke japanische Weizennudeln mit weichem, elastischem Biss; frisch, gefroren oder getrocknet verwendbar.","UDON wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
VEGETABLE_STOCK,Georgia,Obst-/Gemuesebereich,Bruehen-/Suppenregal fuer Gemuesefond oder Gemuesebruehe,VEGETABLE_STOCK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
VEGETABLE_STOCK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Bruehen-/Suppenregal fuer Gemuesefond oder Gemuesebruehe,"VEGETABLE_STOCK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
WAKAME,Georgia,Obst-/Gemuesebereich,Asia-/Trockenwarenregal fuer getrockneten Wakame,WAKAME wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
WAKAME,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Trockenwarenregal fuer getrockneten Wakame,"WAKAME wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
WATER_CHESTNUT,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Knackige unterirdische Sprossknollen der Wasserkastanie, frisch oder in Dose; botanisch keine Nuss.",WATER_CHESTNUT wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
WATER_CHESTNUT,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Knackige unterirdische Sprossknollen der Wasserkastanie, frisch oder in Dose; botanisch keine Nuss.","WATER_CHESTNUT wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
WHEAT_PASTA,Georgia,SYSTEMATIC_OPEN_FORM_AND_PARENT_ROUTE_REVIEW,Nudel-/Teigwarenregal und je nach Auspraegung Kuehlung; frische oder getrocknete Form offenhalten,"WHEAT_PASTA wurde in der finalen Gegenprüfung auf Roh-Elternroute, unzulässige Einzelform und die korrekte verarbeitete beziehungsweise offene Produktform geprüft.",ROUTE_VERIFIED
WHEAT_PASTA,Tobias,SYSTEMATIC_OPEN_FORM_AND_PARENT_ROUTE_REVIEW,Nudel-/Teigwarenregal und je nach Auspraegung Kuehlung; frische oder getrocknete Form offenhalten,"WHEAT_PASTA wurde in der finalen Gegenprüfung auf Roh-Elternroute, unzulässige Einzelform und die korrekte verarbeitete beziehungsweise offene Produktform geprüft.",ROUTE_VERIFIED
WHITE_CHAMPIGNON,Georgia,Fleischtheke/Metzgereisortiment,Obst-/Gemuesebereich bzw. Pilzsortiment fuer weisse Champignons,WHITE_CHAMPIGNON wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
WHITE_CHAMPIGNON,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich bzw. Pilzsortiment fuer weisse Champignons,"WHITE_CHAMPIGNON wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
WHITE_CHOCOLATE,Georgia,Molkerei-/Kaesebereich,Suesswaren-/Backregal fuer weisse Schokolade,WHITE_CHOCOLATE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
WHITE_CHOCOLATE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Suesswaren-/Backregal fuer weisse Schokolade,"WHITE_CHOCOLATE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
WHITE_PEPPER,Georgia,SYSTEMATIC_OPEN_FORM_AND_PARENT_ROUTE_REVIEW,"Gewuerzregal fuer getrockneten weissen Pfeffer, ganz oder gemahlen; keine Frischeabteilung","WHITE_PEPPER wurde in der finalen Gegenprüfung auf Roh-Elternroute, unzulässige Einzelform und die korrekte verarbeitete beziehungsweise offene Produktform geprüft.",ROUTE_VERIFIED
WHITE_PEPPER,Tobias,SYSTEMATIC_OPEN_FORM_AND_PARENT_ROUTE_REVIEW,"Gewuerzregal fuer getrockneten weissen Pfeffer, ganz oder gemahlen; keine Frischeabteilung","WHITE_PEPPER wurde in der finalen Gegenprüfung auf Roh-Elternroute, unzulässige Einzelform und die korrekte verarbeitete beziehungsweise offene Produktform geprüft.",ROUTE_VERIFIED
WHITE_WINE_VINEGAR,Georgia,Getraenke-/Weinregal,Essig-/Oel- oder Wuerzregal fuer Weissweinessig,WHITE_WINE_VINEGAR wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
WHITE_WINE_VINEGAR,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Essig-/Oel- oder Wuerzregal fuer Weissweinessig,"WHITE_WINE_VINEGAR wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
WOOD_EAR,Georgia,Obst-/Gemuesebereich,Asia-/Trockenwarenregal fuer getrocknete Judasohren,WOOD_EAR wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
WOOD_EAR,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Trockenwarenregal fuer getrocknete Judasohren,"WOOD_EAR wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
YUZU,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ostasiatische Zitrusfrucht mit intensiv floral-herbem Aroma; meist Saft und Schale, frisch oder ungesüßt konserviert.",YUZU wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
YUZU,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Ostasiatische Zitrusfrucht mit intensiv floral-herbem Aroma; meist Saft und Schale, frisch oder ungesüßt konserviert.","YUZU wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
