"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class"	"market_basis"	"proposed_availability"	"availability_note"	"evidence_requirement"	"evidence_search_terms"	"availability_evidence"	"review_flags"	"approval_status"
"BACON"	"Bacon"	"APPLICABLE"	"Gepökelter, meist geräucherter Schweinebauch nach Bacon-Art; Scheibendicke und Räucherung können variieren."	"GENERAL_LOCAL"	"Tobias prüft „Bacon“ in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock „Bacon“, wobei folgende Abgrenzung gilt: „Gepökelter, meist geräucherter Schweinebauch nach Bacon-Art; Scheibendicke und Räucherung können variieren.“"	"OPTIONAL"	"Bacon Gepökelter, meist geräucherter Schweinebauch nach Bacon-Art; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; gepökeltes oder luftgetrocknetes Fleisch / Schweinefleisch; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAGOONG"	"Bagoong"	"APPLICABLE"	"Offene philippinische Familie salzig-fermentierter Fisch- oder Garnelenwürzen; die konkrete tierische Basis bleibt wählbar."	"NICHE_IMPORT"	"Für „Bagoong“ führt der Rostocker Marktweg über philippinische Lebensmittelfachhändler, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch ausweist."	"DIFFICULT"	"Über philippinische Lebensmittelfachhändler (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Bagoong“, wobei folgende Abgrenzung gilt: „Offene philippinische Familie salzig-fermentierter Fisch- oder Garnelenwürzen; die konkrete tierische Basis bleibt wählbar.“"	"REQUIRED"	"Bagoong Offene philippinische Familie salzig-fermentierter Fisch- oder Garnelenwürzen; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fermentierte Würzzutat / fertige Sauce oder Würzpaste; philippinischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die exakt festgelegte Darreichung"	"AV2E-069"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"BAGOONG_ALAMANG"	"Bagoong alamang"	"APPLICABLE"	"Philippinische salzig-fermentierte Würzpaste aus kleinen Garnelen oder Krill; kräftig umamireich und nicht mit fischbasiertem Bagoong gleichzusetzen."	"NICHE_IMPORT"	"Die Beschaffung von „Bagoong alamang“ erfolgt in Rostock über auf philippinische Lebensmittel spezialisierte Anbieter, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch ausweist."	"DIFFICULT"	"Über auf philippinische Lebensmittel spezialisierte Anbieter (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Bagoong alamang“, wobei folgende Abgrenzung gilt: „Philippinische salzig-fermentierte Würzpaste aus kleinen Garnelen oder Krill; kräftig umamireich und nicht mit fischbasiertem Bagoong gleichzusetzen.“"	"REQUIRED"	"Bagoong alamang Philippinische salzig-fermentierte Würzpaste aus kleinen Garnelen oder Krill; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Bagoong / Garnelenpaste; philippinischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die pastöse Produktform"	"AV2E-070"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"BAGOONG_ISDA"	"Bagoong isda"	"APPLICABLE"	"Philippinische salzig-fermentierte Würzzutat auf Fischbasis; Fischart und flüssige oder pastöse Konsistenz können regional variieren."	"NICHE_IMPORT"	"Beim Einkauf von „Bagoong isda“ nutzt Tobias Fachgeschäfte für philippinische Kochzutaten, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch ausweist."	"DIFFICULT"	"Über Fachgeschäfte für philippinische Kochzutaten (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Frischeversand, Importbeschränkungen sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Bagoong isda“, wobei folgende Abgrenzung gilt: „Philippinische salzig-fermentierte Würzzutat auf Fischbasis; Fischart und flüssige oder pastöse Konsistenz können regional variieren.“"	"REQUIRED"	"Bagoong isda Philippinische salzig-fermentierte Würzzutat auf Fischbasis; Tobias Rostock Lebensmittel genaue Produktform; Bagoong; philippinischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die exakt festgelegte Darreichung"	"AV2E-071"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"BAGUETTE"	"Baguette"	"APPLICABLE"	"Langes französisches Weizenbrot mit kräftiger Kruste und luftiger Krume; nicht beliebiges Weißbrot."	"GENERAL_LOCAL"	"Für „Baguette“ führt der Rostocker Marktweg über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Den Weg über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts nutzt Tobias in Rostock für „Baguette“, wobei folgende Abgrenzung gilt: „Langes französisches Weizenbrot mit kräftiger Kruste und luftiger Krume; nicht beliebiges Weißbrot.“"	"OPTIONAL"	"Baguette Langes französisches Weizenbrot mit kräftiger Kruste und luftiger Krume; Tobias Rostock Backware Süßungsmittel exakte Form; Brot oder Fladenbrot; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAKED_GOODS"	"Backware"	"NOT_APPLICABLE_STRUCTURE"	""	""	""	""	""	""	""	""	""	"APPROVED_NOT_APPLICABLE"
"BALSAMIC_VINEGAR"	"Balsamico"	"APPLICABLE"	"Dunkler, süß-säuerlicher Essig nach Balsamico-Art auf Traubenbasis; Reifegrad und Dichte können variieren."	"GENERAL_LOCAL"	"Beim Einkauf von „Balsamico“ nutzt Tobias das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Die Beschaffung von „Balsamico“ über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock, wobei folgende Abgrenzung gilt: „Dunkler, süß-säuerlicher Essig nach Balsamico-Art auf Traubenbasis; Reifegrad und Dichte können variieren.“"	"OPTIONAL"	"Balsamico Dunkler, süß-säuerlicher Essig nach Balsamico-Art auf Traubenbasis; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Essig; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAMBOO_SHOOTS"	"Bambussprossen"	"APPLICABLE"	"Junge essbare Bambussprossen mit mildem Geschmack und knackigem Biss; in Deutschland meist vorgegart in Dose oder Glas erhältlich."	"GENERAL_BROAD"	"Tobias prüft „Bambussprossen“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Gemüseformen."	"PLANNED"	"Über gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Gemüseformen prüft Tobias in Rostock „Bambussprossen“, wobei folgende Abgrenzung gilt: „Junge essbare Bambussprossen mit mildem Geschmack und knackigem Biss; in Deutschland meist vorgegart in Dose oder Glas erhältlich.“"	"OPTIONAL"	"Bambussprossen Junge essbare Bambussprossen mit mildem Geschmack und knackigem Biss; Tobias Rostock Gemüse genaue Sorte haltbar TK; Stängelgemüse; gut sortierte Vollsortimenter und etablierte deutsche Händler für haltbare Gemüseformen; gezielter Einkauf Deutschland Wochenvorlauf; die konservierte Produktform"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BANANA"	"Banane"	"APPLICABLE"	"Reife Dessertbanane mit weichem, süßem Fruchtfleisch; nicht stärkehaltige Kochbanane."	"GENERAL_LOCAL"	"Die Beschaffung von „Banane“ erfolgt in Rostock über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Für „Banane“ kontrolliert Tobias den Rostocker Bezug über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts, wobei folgende Abgrenzung gilt: „Reife Dessertbanane mit weichem, süßem Fruchtfleisch; nicht stärkehaltige Kochbanane.“"	"OPTIONAL"	"Banane Reife Dessertbanane mit weichem, süßem Fruchtfleisch; Tobias Rostock Obst frisch TK genaue Sorte; Tropenfrucht; Die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BANANA_BLOSSOM"	"Bananenblüte"	"APPLICABLE"	"Essbare Bananenblüte mit faserigem Biss und mild herb-adstringierendem Geschmack; frisch oder schlicht konserviert für Salate, Suppen und Gemüsegerichte. Nicht Bananenfrucht oder bloß dekorative Blüte."	"SPECIALTY_BROAD"	"Tobias prüft „Bananenblüte“ in Rostock über den Spezialhandel für frisches oder tiefgekühltes Gemüse, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand sowie einen gezielten Händlerbesuch ausweist."	"SPECIALTY"	"Über den Spezialhandel für frisches oder tiefgekühltes Gemüse (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Frischeversand sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Bananenblüte“, wobei folgende Abgrenzung gilt: „Essbare Bananenblüte mit faserigem Biss und mild herb-adstringierendem Geschmack; frisch oder schlicht konserviert für Salate, Suppen und Gemüsegerichte. Nicht Bananenfrucht oder bloß dekorative Blüte.“"	"REQUIRED"	"Bananenblüte Essbare Bananenblüte mit faserigem Biss und mild herb-adstringierendem…; Tobias Rostock Gemüse frisch TK genaue Sorte; Blütengemüse; Spezialhandel für frisches oder tiefgekühltes Gemüse; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form"	"AV2E-056"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"BANANA_KETCHUP"	"Bananenketchup"	"APPLICABLE"	"Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt."	"SPECIALTY_BROAD"	"Tobias prüft „Bananenketchup“ in Rostock über Asia Foodstore – UFC Banana Sauce und PinoyFood – UFC Banana Sauce Sweet & Spicy, wobei die Evidenz beim Abruf verfügbaren Bestand und Standardversand ausweist."	"SPECIALTY"	"Über Asia Foodstore – UFC Banana Sauce und PinoyFood – UFC Banana Sauce Sweet & Spicy (Evidenzstand: beim Abruf verfügbaren Bestand und Standardversand) prüft Tobias in Rostock „Bananenketchup“, wobei folgende Abgrenzung gilt: „Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise tomatenketchupähnlich gewürzt und gefärbt.“"	"REQUIRED"	"Bananenketchup Filipinische süß-säuerliche Würzsauce auf Bananenbasis, typischerweise…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; PinoyFood – UFC Banana Sauce Sweet & Spicy | Asia Foodstore – UFC Banana Sauce; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung"	"AV2N-A-0009|AV2N-A-0010"	"TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED|RATING_RECONCILED_V2"	"PROPOSED_FOR_HUMAN_REVIEW"
"BANANA_LEAVES"	"Bananenblätter"	"APPLICABLE"	"Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen, Kochen und Grillen; frisch oder tiefgekühlt verwendbar. Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht."	"SPECIALTY_BROAD"	"Tobias prüft „Bananenblätter“ in Rostock über Fachhändler für frische Kräuter, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Tiefkühlversand sowie einen gezielten Händlerbesuch ausweist."	"SPECIALTY"	"Über Fachhändler für frische Kräuter (Evidenzstand: die menschliche v2-Freigabe für diesen Weg und Tiefkühlversand sowie einen gezielten Händlerbesuch) prüft Tobias in Rostock „Bananenblätter“, wobei folgende Abgrenzung gilt: „Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen, Kochen und Grillen; frisch oder tiefgekühlt verwendbar. Sie werden nicht als Blattgemüse gegessen und sind keine Konkretisierung der Bananenfrucht.“"	"REQUIRED"	"Bananenblätter Große Bananenblätter als aromatisierende Hülle oder Unterlage zum Dämpfen…; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Spezialhandel für frische Kräuter; mehrere unabhängige Fachhändler Marktbreite; die zugelassene Frisch- oder Tiefkühlform"	"AV2E-063"	"REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED|REFERENCE_ANCHOR_V2"	"APPROVED_REFERENCE_ANCHOR_V2"
"BARBECUE_SAUCE"	"Barbecuesauce"	"APPLICABLE"	"Fertige kräftig gewürzte Sauce nach Barbecue-Art; Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren."	"GENERAL_LOCAL"	"Für „Barbecuesauce“ wird das Angebot über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Beim Rostocker Einkauf setzt Tobias für „Barbecuesauce“ auf das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts, wobei folgende Abgrenzung gilt: „Fertige kräftig gewürzte Sauce nach Barbecue-Art; Süße, Rauchigkeit, Säure und Schärfe können deutlich variieren.“"	"OPTIONAL"	"Barbecuesauce Fertige kräftig gewürzte Sauce nach Barbecue-Art; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BARLEY"	"Gerste"	"APPLICABLE"	"Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Graupen sind eine stärker verarbeitete Form."	"GENERAL_BROAD"	"Die Beschaffung von „Gerste“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler."	"PLANNED"	"Für „Gerste“ kontrolliert Tobias den Rostocker Bezug über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler, wobei folgende Abgrenzung gilt: „Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Graupen sind eine stärker verarbeitete Form.“"	"OPTIONAL"	"Gerste Gerstenkorn als Kochzutat, etwa geschält oder als Rollgerste; Tobias Rostock Getreide Stärke Teigware genaue Form; Getreide oder Pseudogetreide; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BASIL"	"Basilikum"	"APPLICABLE"	"Frisches Basilikum mit süßlich-pfeffrigem Aroma; Thai-Basilikum bleibt als eigenständige Ausprägung getrennt."	"GENERAL_LOCAL"	"Tobias prüft „Basilikum“ in Rostock über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock „Basilikum“, wobei folgende Abgrenzung gilt: „Frisches Basilikum mit süßlich-pfeffrigem Aroma; Thai-Basilikum bleibt als eigenständige Ausprägung getrennt.“"	"OPTIONAL"	"Basilikum Frisches Basilikum mit süßlich-pfeffrigem Aroma; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BASMATI_RICE"	"Basmatireis"	"APPLICABLE"	"Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; weiß oder als Vollkornvariante verwendbar."	"GENERAL_LOCAL"	"Tobias prüft „Basmatireis“ in Rostock über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Über das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts prüft Tobias in Rostock „Basmatireis“, wobei folgende Abgrenzung gilt: „Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; weiß oder als Vollkornvariante verwendbar.“"	"OPTIONAL"	"Basmatireis Langkornreis mit charakteristisch duftigem Aroma und lockerem Korn; Tobias Rostock Getreide Stärke Teigware genaue Form; Reis; Das Getreide-, Mehl-, Reis- oder Teigwarenregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die geforderte ganze oder körnige Form"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BAY_LEAF"	"Lorbeerblatt"	"APPLICABLE"	"Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen, Saucen und Schmorgerichte; vor dem Servieren üblicherweise entfernen."	"GENERAL_LOCAL"	"Für „Lorbeerblatt“ führt der Rostocker Marktweg über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Den Weg über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts nutzt Tobias in Rostock für „Lorbeerblatt“, wobei folgende Abgrenzung gilt: „Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen, Saucen und Schmorgerichte; vor dem Servieren üblicherweise entfernen.“"	"OPTIONAL"	"Lorbeerblatt Getrocknetes oder frisches Lorbeerblatt mit herb-würzigem Aroma für Brühen…; Tobias Rostock Gewürz ganze gemahlene getrocknete Form; Kräuter und Würzblätter; Das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die zugelassene getrocknete oder frische Blattform"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BEAN_SPROUTS"	"Mungbohnensprossen"	"APPLICABLE"	"Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; nicht mit Keimlingen der Sojabohne gleichsetzen."	"GENERAL_BROAD"	"Für „Mungbohnensprossen“ führt der Rostocker Marktweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler."	"PLANNED"	"Den Weg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler nutzt Tobias in Rostock für „Mungbohnensprossen“, wobei folgende Abgrenzung gilt: „Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; nicht mit Keimlingen der Sojabohne gleichsetzen.“"	"OPTIONAL"	"Mungbohnensprossen Knackige Sprossen der Mungbohne, im Handel oft als Sojasprossen bezeichnet; Tobias Rostock Gemüse frisch TK genaue Sorte; Sprossen; gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"BEANS"	"Bohnen"	"APPLICABLE"	"Offene Vorgabe für trockene oder vorgegarte Bohnenkerne; frische grüne Bohnen und andere Schotengemüse sind nicht gemeint."	"GENERAL_LOCAL"	"Bohnen: im Hülsenfrucht-, Trocken- und Konservenregal großer Rostocker Supermärkte sind trockene oder vorgegarte Bohnenkerne regulär geführt; frische grüne Schoten zählen ausdrücklich nicht."	"EASY"	"Tobias findet in Rostock trockene Bohnenkerne im Trockensortiment und vorgegarte Bohnenkerne im Konservenregal gewöhnlicher großer Märkte; frische grüne Bohnen gehören nicht zu dieser offenen, aber auf Kerne begrenzten Produktform."	"OPTIONAL"	"Bohnen Offene Vorgabe für trockene oder vorgegarte Bohnenkerne; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Hülsenfrüchte; Das Hülsenfrucht-, Konserven- oder Trockensortiment eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form"	""	"TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"	"PROPOSED_FOR_HUMAN_REVIEW"
