concept_code	display_name	review_applicability	cooking_novelty	availability_georgia	availability_tobias	availability_note_georgia	availability_note_tobias	novelty_approval_origin	availability_georgia_approval_origin	availability_tobias_approval_origin	availability_note_georgia_approval_origin	availability_note_tobias_approval_origin	overall_approval_origin	final_acceptance_status	base_draw_weight_review	source_provenance	catalog_commit	review_version
BEANS	Bohnen	APPLICABLE	1	EASY	EASY	Bohnen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.	Bohnen: im Hülsenfrucht-, Trocken- und Konservenregal großer Rostocker Supermärkte sind trockene oder vorgegarte Bohnenkerne regulär geführt; frische grüne Schoten zählen ausdrücklich nicht.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEAN_SPROUTS	Mungbohnensprossen	APPLICABLE	2	PLANNED	PLANNED	Mungbohnensprossen ist über eine gezielte Filial- oder Bestellprüfung für Gemüse oder Pilz im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Mungbohnensprossen: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF	Rindfleisch	APPLICABLE	1	EASY	EASY	Rindfleisch: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Rindfleisch: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_BRISKET	Rinderbrust	APPLICABLE	2	PLANNED	PLANNED	Rinderbrust: Der konkrete Bezug erfolgt für das Bornheim-Profil über „Fleischkühlung oder Bedientheke nach vorheriger Händlerprüfung“.	Rinderbrust: Rostocker Bezugsweg über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_CHEEK	Rinderbäckchen	APPLICABLE	2	PLANNED	PLANNED	Rinderbäckchen ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderbäckchen: Rostocker Bezugsweg über MeinMetzger – Irische Ochsenbäckchen / Rinderbäckchen; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_GOULASH	Rindergulasch	APPLICABLE	1	EASY	EASY	Rindergulasch: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Rindergulasch: gewöhnlicher lokaler Bezugsweg über den Bereich »Rindergulasch«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_HEART	Rinderherz	APPLICABLE	3	PLANNED	PLANNED	Rinderherz ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Rinderherz, kaum Kranzfett im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderherz: Rostocker Bezugsweg über MeinMetzger – Rinderherz, kaum Kranzfett; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_LIVER	Rinderleber	APPLICABLE	2	PLANNED	PLANNED	Rinderleber ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Rinderleber in Scheiben im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderleber: Rostocker Bezugsweg über MeinMetzger – Rinderleber in Scheiben; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_6	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_MINCE	Rinderhack	APPLICABLE	1	EASY	EASY	Rinderhack: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Rinderhack: gewöhnlicher lokaler Bezugsweg über den Bereich »Rinderhack«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_ROAST	Rinderbraten	APPLICABLE	1	EASY	EASY	Rinderbraten: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Rinderbraten: gewöhnlicher lokaler Bezugsweg über den Bereich »Rinderbraten«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_ROULADE	Rinderroulade	APPLICABLE	2	EASY	EASY	Rinderroulade: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Rinderroulade: gewöhnlicher lokaler Bezugsweg über den Bereich »Rinderroulade«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_RUMP	Rinderhüfte	APPLICABLE	1	PLANNED	PLANNED	Rinderhüfte ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Fleischkühlung oder Bedientheke« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderhüfte: Rostocker Bezugsweg über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_SHIN	Rinderbeinscheibe	APPLICABLE	2	PLANNED	PLANNED	Rinderbeinscheibe ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Beinscheibe vom Rind im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderbeinscheibe: Rostocker Bezugsweg über MeinMetzger – Beinscheibe vom Rind; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_4	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_SHORT_RIBS	Rinderrippen	APPLICABLE	2	PLANNED	PLANNED	Rinderrippen: Die REWE-Produktseite führt gekühlte Short Ribs aus der Servicetheke; Georgia prüft den konkreten Bornheimer Standortbestand für die fleischigen Rinderrippen vor dem geplanten Einkauf.	Rinderrippen: REWE listet Short Ribs ausdrücklich als gekühlten Artikel der Fleisch-Servicetheke; Tobias kann den Rostocker Standortbestand dieses konkreten Rindercuts vorab prüfen.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_STEAK	Rindersteak	APPLICABLE	1	EASY	EASY	Rindersteak: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Rindersteak: gewöhnlicher lokaler Bezugsweg über den Bereich »Rindersteak«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_STOCK	Rinderfond	APPLICABLE	1	PLANNED	PLANNED	Rinderfond ist über eine gezielte Filial- oder Bestellprüfung für Brühe oder Fond im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderfond: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Fonds- oder Feinkosthändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_TENDERLOIN	Rinderfilet	APPLICABLE	1	PLANNED	PLANNED	Rinderfilet ist über eine gezielte Filial- oder Bestellprüfung für Fleisch im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Rinderfilet: Die Beschaffung von „Rinderfilet“ erfolgt in Rostock über Vorbestellung an einer gut sortierten Fleischtheke oder etablierter deutscher Metzgereiversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEEF_TONGUE	Rinderzunge	APPLICABLE	3	SPECIALTY	SPECIALTY	Rinderzunge ist über spezialisierte Metzgerei- und Innereienwege erhältlich; ein breiter allgemeiner Fleischthekenweg für die exakte Form ist nicht robust belegt.	Rinderzunge ist über spezialisierte Metzgerei- und Innereienwege erhältlich; ein breiter allgemeiner Fleischthekenweg für die exakte Form ist nicht robust belegt.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_4	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEER	Bier	APPLICABLE	4	EASY	EASY	Bier gehört zum breiten allgemeinen Supermarkt- und Discounterstandard; die Stilwahl ändert die spontane Beschaffbarkeit nicht.	Bier gehört zum breiten allgemeinen Supermarkt- und Discounterstandard; die Stilwahl ändert die spontane Beschaffbarkeit nicht.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|NOVELTY_REFERENCE_ANCHOR_HUMAN|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BEETROOT	Rote Bete	APPLICABLE	1	EASY	EASY	Rote Bete: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Rote Bete: gewöhnlicher lokaler Bezugsweg über den Bereich »Rote Bete«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BELACAN	Belacan	APPLICABLE	3	DIFFICULT	DIFFICULT	Belacan: Asia Foodstore zeigt niedrigen Bestand, Yoaxia keine verlässliche Bestandslage; beide hängen am selben Jeeny's-Importumfeld. Für Georgia in Bornheim entsteht daraus kein breiter Spezialmarkt.	Belacan: Tobias kann in Rostock nur zwei Versandseiten für feste Belacanblöcke ansetzen; eine ist knapp bevorratet, die andere ohne belastbaren Bestand, und beide folgen demselben Jeeny's-Importkanal. Marktbreite entsteht daraus nicht.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BELL_PEPPER	Paprika	APPLICABLE	1	EASY	EASY	Paprika: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Paprika: gewöhnlicher lokaler Bezugsweg über den Bereich »Paprika«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BELUGA_LENTILS	Belugalinsen	APPLICABLE	2	PLANNED	PLANNED	Belugalinsen ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Belugalinsen: Beim Einkauf von „Belugalinsen“ nutzt Tobias gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BERBERE	Berbere	APPLICABLE	3	PLANNED	PLANNED	Berbere: Bremer Gewürzhandel und Pfeffersack & Soehne führen Berbere unabhängig voneinander als trockene gemahlene Gewürzmischung mit gewöhnlichem Deutschlandversand.	Berbere: Für Tobias in Rostock stehen mit Bremer Gewürzhandel und Pfeffersack & Soehne zwei unabhängige deutsche Gewürzversender für trockene Berbere-Mischung bereit. Standardpaket und haltbare Form machen den Einkauf planbar, nicht importabhängig.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BERRIES	Beeren	APPLICABLE	1	EASY	EASY	Beeren: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Beeren: Rostocker Bezugsweg über den Obst- oder Tiefkühlobstbereich eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BIRDS_EYE_CHILI	Bird’s-Eye-Chili	APPLICABLE	2	SPECIALTY	SPECIALTY	Bird’s-Eye-Chili: Frische exakte Schoten sind typischer Spezialmarktartikel; Rostocker Asia-Läden sind keine EASY-Alltagsroute ein breiter Asia-Marktweg ist aber grundsätzlich plausibel.	Bird’s-Eye-Chili: Frische exakte Schoten sind typischer Spezialmarktartikel; Rostocker Asia-Läden sind keine EASY-Alltagsroute ein breiter Asia-Marktweg ist aber grundsätzlich plausibel.	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	MIXED	APPROVED_FINAL		AI_REVIEW_BASE|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BITTER_MELON	Bittermelone	APPLICABLE	3	SPECIALTY	SPECIALTY	Bittermelone ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia Moin – Bitter Melone sowie Asia4Friends – Gemüse.	Bittermelone: Rostocker Bezugsweg über Asia Moin – Bitter Melone und Asia4Friends – Gemüse; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand sowie Tiefkühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BIVALVES	Muscheln	APPLICABLE	2	PLANNED	PLANNED	Muscheln ist über eine gezielte Bestellung oder Sortimentsprüfung bei Deutsche See – Miesmuscheln im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Muscheln: Rostocker Bezugsweg über Deutsche See – Miesmuscheln; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACKBERRY	Brombeere	APPLICABLE	2	EASY	EASY	Brombeere: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Brombeere: gewöhnlicher lokaler Bezugsweg über den Bereich »Brombeere«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_BEANS	schwarze Bohnen	APPLICABLE	2	PLANNED	PLANNED	schwarze Bohnen: Als überprüfbarer Marktweg dient Georgia „Hülsenfrucht-, Konserven- oder Trockenwarenregal nach formgenauer Sortimentsprüfung“.	schwarze Bohnen: Für „schwarze Bohnen“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler kontrolliert.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_CARDAMOM	schwarzer Kardamom oder Thảo quả	APPLICABLE	3	SPECIALTY	SPECIALTY	schwarzer Kardamom oder Thảo quả ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia4Friends – Gewürze sowie AsianBrand – Gewürzsortiment.	schwarzer Kardamom oder Thảo quả: Rostocker Bezugsweg über Asia4Friends – Gewürze und AsianBrand – Gewürzsortiment; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_CURRANT	schwarze Johannisbeere	APPLICABLE	2	PLANNED	PLANNED	schwarze Johannisbeere: Frostix bietet schwarze Johannisbeeren als ungesüßte 300-g-Monofrucht mit Warenkorb und garantierter Tiefkühllieferung an.	schwarze Johannisbeere: Frostix bietet schwarze Johannisbeeren als ungesüßte 300-g-Monofrucht mit Warenkorb und garantierter Tiefkühllieferung an.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_EYED_PEAS	Augenbohnen	APPLICABLE	2	PLANNED	PLANNED	Augenbohnen ist über eine konkrete Vorbestellung oder Bestandsabfrage für Hülsenfrucht im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Augenbohnen: Der konkrete Bezug von „Augenbohnen“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_GARLIC	schwarzer Knoblauch	APPLICABLE	3	PLANNED	PLANNED	schwarzer Knoblauch ist über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Obst- und Gemüseabteilung« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	schwarzer Knoblauch: Die Beschaffung von „schwarzer Knoblauch“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Gemüse- oder Frischehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_PEPPER	schwarzer Pfeffer	APPLICABLE	1	EASY	EASY	schwarzer Pfeffer: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«.	Schwarzer Pfeffer: das Gewürzregal gewöhnlicher großer Rostocker Supermärkte führt getrocknete schwarze Pfefferkörner sowohl ganz als auch gemahlen.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_TEA	schwarzer Tee	APPLICABLE	4	EASY	EASY	schwarzer Tee: gewöhnlicher lokaler Bezugsweg über den Bereich »Tee- und Aufgussregal«.	Schwarzer Tee: Das Kaffee- und Teeregal gewöhnlicher großer Rostocker Supermärkte führt vollständig oxidierten Tee in mehreren Sorten und Blattgraden regulär.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_6	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLACK_VINEGAR	chinesischer schwarzer Essig	APPLICABLE	3	SPECIALTY	SPECIALTY	chinesischer schwarzer Essig: Breit im chinesisch-asiatischen Spezialmarkt etabliert; mehrere Marken und unabhängige Händler sind üblich.	chinesischer schwarzer Essig: Breit im chinesisch-asiatischen Spezialmarkt etabliert; mehrere Marken und unabhängige Händler sind üblich.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|AVAILABILITY_V2_ANCHOR_HUMAN|HUMAN_CHARGE_3	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLOOD_ORANGE	Blutorange	APPLICABLE	2	PLANNED	PLANNED	Blutorange ist über ein vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Blutorange: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
BLOOD_SAUSAGE	Blutwurst	APPLICABLE	3	EASY	EASY	Blutwurst: Die konkrete REWE-Seite für abgepackte Hausmacher-Blutwurst ergänzt die bereits belegten gewöhnlichen Wurstwege; Blut bleibt prägender Bestandteil.	Blutwurst: Die konkrete REWE-Seite für abgepackte Hausmacher-Blutwurst ergänzt die bereits belegten gewöhnlichen Wurstwege; Blut bleibt prägender Bestandteil. für eine Rostocker Filiale ist vorab eine Bestandsprüfung nötig.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
